context_id	word	gold_sense_id	predict_sense_id	positions	context
59	альбом	3	2	85-92	дополнить таким полями, как настоящее имя, дата рождения, дата смерти и другими. Для альбомов можно указать год выпуска, жанр и лейбл. Кроме этого, можно добавить поле 'Надо
60	альбом	3	1	41-46	же Баста, он же Ноггано, выпустил в свет альбом своего нового альтер эго Нинтендо — русский народный кранк, одну из самых мощных
61	альбом	3	2	84-89	придыханием стали ждать, когда всё это перерастет в нечто большее – новый студийный альбом. И… вот оно!
62	альбом	3	1	82-88	М.Шуфутинского. 9 стихотворений специально были написаны для 'Вороваек'. Также на альбоме можно услышать шуточную песню на стихи Бориса Бостона 'Фабрика звёзд' и лирическую
63	альбом	3	1	42-47	сингл , и дальше пока планируем писать не альбом, а выпускать сигналы!
64	альбом	2	3	87-93	Свадебный фотограф является регулярным гостем бракосочетаний во всём мире. А свадебные альбомы обязательный атрибут воспоминаний этих чудесных моментов жизни. Детские фотографии
65	альбом	3	2	42-47	уже в третий раз. Прекрасный, невероятный альбом. Да, я страдаю меланхолией в последнее время, и тут как никогда в тему. Мне нравится
66	альбом	3	1	41-48	Король и Шут» завершила работу над новым альбомом на студии «Станция Звука». Последние операции по сведению и мастерингу были окончены
67	альбом	3	2	88-93	последнее слово: вокалист и гитарист Леонид Федоров нечасто дает интервью, но про новый альбом кое-что прессе поведал:
68	альбом	3	1	89-94	раскуплены почти полностью. Еще бы, легенда русского металла ' Ария ' выпустила номерной альбом 'Армагеддон', который и представила в воскресенье в Соловьином крае.
69	альбом	3	1	45-52	сделать небольшой перерыв в работе над новым альбомом и 1 ноября отправляется в тур, который получил название «Остаться собой!» . Тур
70	альбом	3	2	80-85	работал исполнительным продюсером компании «АнТроп», мы даже пытались издать их альбом на пластинке, но экономический хаос, к сожалению, не позволил сделать это, хотя
71	альбом	3	2	82-87	разок, следом переслушать, хочется вникнуть в детали. Честный и точно выстроенный альбом Мастера, которому есть что сказать этому миру, например, 'я не люблю'. Sex and
72	альбом	2	1	83-89	выхода первого снимка составляет 13 секунд, светостойкость, при условии хранения в альбоме, по словам производителя, составляет 200 лет. Принтеры используют классическую
73	альбом	3	1	80-86	. закончила работу над последней песней с альбома « Collapse into Now ». Запись альбома происходила в Нэшвилле. На следующее утро гитарист Питер Бак отправился домой в
74	альбом	2	3	42-47	Альбом 2. Иван Константинович Айвазовский Альбом 3. Леонардо да Винчи Альбом 4. Клод Моне Альбом 5. Архип Иванович Куинджи Альбом
75	альбом	3	2	82-87	Может быть. По разному можно говорить. Я тоже не согласен, что SWA – для девочек. Альбом для того и был написан, чтобы девочки начинали обсуждать этот альбом с мальчиками
76	альбом	2	2	81-86	фильмов Джеки Чана. Вряд ли кто-нибудь захочет, открыв через много лет свадебный альбом, чтобы вспомнить прошлое, увидеть прикорнувшего в салате дядю Васю или упавшую
77	альбом	3	1	60-65	не попадающие под категории вышеназванных обобщенных групп. альбом № 325 'Русские войска на острове Крит'. 1898 г.'. На снимках видим присутствие
78	альбом	3	2	90-95	сомнительно перепетых-переигранных каверов, с аранжировкой в худшем стиле от Энигмы, этот альбом даже в пиратском виде почти не покупался. Со дня выхода пираты распродавали тираж
79	альбом	3	1	80-85	проблемы самостоятельно, организовав собственный лейбл 'Moon Records'. Дебютный альбом имел сначала локальный успех, но одна из песен ('Working Man') попала в эфир американских
80	альбом	3	1	85-92	континентах, дала свыше 4000 концертов на самых знаменитых сценах мира и записала 50 альбомов.
81	альбом	3	2	19-24	да и клип не очень альбом Сто из Ста не вкатил особо, но тут всё круто. Респект ST!
82	альбом	3	2	82-88	композициях не использовать гармонику, обойтись просто пением . Не лучшие моменты альбома, чтобы не сказать балласт. Лучшие – те, где только его гармошка, например, 'That
83	альбом	3	2	81-87	упомянуть о треке “Audio Visual”, надо сказать любимой вещи самого Джея со всего альбома. Вещи, которая наиболее детально рассказывает о его жизни и помимо этого заставляет
84	альбом	3	1	82-88	кылысахный саксофон, электрогитарные импровизации, сложный ритм ударных. В записи альбома участвовали Александр Ильин и Юрий Васильев из 'Чолбона', браться Спиридоновы и
85	альбом	3	2	80-86	Дреме. Это все очень интересно и забавно. Действительно, несколько композиций в альбоме «Тропы» – аллюзии на тему персонажей сказок и славянской мифологии. Однако я не
86	альбом	2	3	55-61	Царское Село» в юбилейном для Царского Села 2010 году. альбоме, эти уникальные иконографические документы, выполненные с превосходным качеством
87	альбом	3	1	80-85	поклонников Иры, но и динамичные песни разного настроения покорят слушателей. В альбом вошли 12 композиций, среди них – известнейшие хиты «Медали» и «Ветра». Много ярких
88	альбом	3	1	81-86	Тараканы!, Приключения Электроников, Ландыши, Мэд Дог, Элизиум, а также дебютный альбом Червона рутта.
89	альбом	3	2	81-86	друзья говорят, что начиная с этого альбома 'Rammstein вдарился в попсу'! Но мне альбом очень понравился, музыка стала немного 'полегче', чем раньше + такие песни как
90	альбом	3	2	80-85	шее у людей, которые вынуждены были за меня что-то решать. А сейчас мы записали альбом «Я и мои ожидания» сами, как хотели. Лейбл, выпускающий тираж, к творческой части
91	альбом	2	3	81-86	скитания, оставляя в России родное и унося с собой на чужбину хоть его частицы - альбом фотографий или семейные предания. - По окончании Императорской Академии художеств
92	альбом	3	2	81-88	данными. Также есть куча табов, которые надо попытаться отсортировать по групам, альбомам, подавить дубликаты... А потом запустить скрипт на языке python , который собственно
93	альбом	3	1	23-28	животноводческих ферм. альбом группы ' Звёзды нас ждут ' Легенды Российской эстрады
94	альбом	3	2	84-90	присоединится несколько песен, давно лежащих у нас в загашнике. Что касается нового альбома, есть идея записать такой, который меня самого будет удивлять: с другими аранжировочными
95	альбом	3	1	81-87	заменяет Ник Фифф. Однако это не уменьшает успеха Jamiroquai — в конце 1999 года альбомы коллектива расходятся ничуть не хуже, чем диски ведущих британских исполнителей
96	альбом	3	1	82-88	наконец, находившаяся прежде под спудом «английскость» вырвалась на поверхность в альбоме 2002 года England, half English.
97	альбом	2	3	87-93	образованию и психологии), а также художественная, детская литература, нотные издания, альбомы по искусству. Литература выдается до конца учебного года, семестра или на срок,
98	альбом	2	3	80-85	и 80 альбомов в с теми,кто ищет дом. вот вам статистика,мы не скрываем её. Есть альбом с выложенными чеками о затратах на содержание и лечение животных. Сюжет отличный
99	альбом	3	2	86-92	согласился ответить на наши вопросы, несмотря на то, что запись следующего студийного альбома Dew-Scented сейчас в самом разгаре....
100	альбом	2	3	93-99	археологическом съезде в Киеве в 1874 г. Этнографы Оскар Кольберг и Николай Сумцов составили альбомы с их изображением, на основе которых действительный член Российского Географического
101	альбом	3	2	82-87	чем меньше у вас технологических штучек, тем лучше у вас получаются песни. Первый альбом Depeche Mode был записан на восьмидорожечник. Если дорожек станет 48, это не значит
102	альбом	3	1	82-88	призов, разнообразные музыкальные поощрения в зависимости от занятых мест, запись альбома, поездки на разные фестивали. И, конечно же, выступление на разных площадках «Усадьба
103	альбом	3	2	88-94	посвятила антиглобализму и борьбе с культом накопления. Сама группа характеризует саунд альбома как мощный и вместе с тем изящный, сочетающийся с идеологией ранних ''Ляписов''
104	альбом	3	1	45-51	развития группы становится выход в 1988 году альбома «Disintegration». Альбом мгновенно занимает третью строчку в британском чарте.
105	альбом	3	1	40-45	не имеющий названия четвертый студийный альбом Норы Джонс выйдет в ноябре. В новом альбоме Джонс дистанцируется от своих поп-корней
106	альбом	3	3	62-69	настолько приятной, что я променяла мои кисти на фотокамеру». альбомов «Moments» (1990) и «People» (2001), которые поражают воображение хрониками ночной
107	альбом	3	1	82-89	Экс-солистов сменит нынешняя вокалистка Кети Топурия, которая представит песни из альбомов «Улетаю» и «905», выпущенных в 2005 и 2007 годах.
108	альбом	3	2	80-86	ближайшее время будет опубликован перевод ещё одной замечательной песни с этого альбома – I Ain’t Got No Home ( смотреть здесь ). Если Вам захочется, чтобы я перевел ещё
109	альбом	2	1	49-54	экспозиция Всероссийского фотоконкурса «Семейный альбом»: 50 лучших работ фотоконкурса 2010 года и работы победителей фотоконкурсов 2008
110	альбом	1	3	74-80	резиночек для волос, браслетик. Хороший вариант – набор детской косметики.Альбомы, краски, фломастеры, карандаши, пластилин…
111	альбом	3	2	80-86	надежды музыкальной группы. Они талантливы и выглядят как надо, но почему-то их альбомы распродаются не так хорошо, как они того заслуживают. Как вы думаете, почему ваши
112	альбом	3	1	80-86	двух выступлений в лондонской Brixton Academy и будет приурочен к выходу нового альбома Massive Attack, который, однако, пока не готов.
113	альбом	3	1	81-86	занялся своей сольной пластинкой. Последней студийной работой Black Sabbath стал альбом «Forbidden», вышедший в 1995-м году.
114	альбом	3	1	90-96	перкуссионист Мину Синелу, клавишник Джордж Вити, принимавший участие в записи последнего альбома Сантаны, актриса мюзикла Cats Нина Хеннесси, Детский хор Нью-Йорка и другие, как
115	альбом	3	2	82-87	отдельный респект джони из короны рекордс и оби вану за то что все такие доделали альбом не смотря на всю шляпу которая творилась вокруг этого альбома!Браво! )
116	альбом	2	2	83-88	слать фотографии почтой. Слишком много их у меня. Я сюда буду лучше вывешивать или альбом сделаю открытый в интернете. Так как фотографий очень много, ты мне напиши за какой
117	альбом	3	1	89-95	творчества группы Глеб Самойлоff & the Matrixx, были уверены, что после взлёта дебютного альбома «Прекрасное жестоко» и провала второго альбома «Маленький фриц» группа уже не выдаст
118	альбом	3	2	81-86	1951-ом году в андерграунд клубах, да ещё и с ненормативной лексикой. Выпустив 1 альбом, ударился в религию и стал писать исключительно госпелы. Позже всё-таки вернулся
119	альбом	3	2	80-85	динамо-машины, подсоединенное к колесам велосипеда. При движении со скоростью...Альбом Ultra - без преувеличения знаковая работа для Depeche Mode. И дело даже не в том
120	альбом	3	2	92-99	продолжающих активно работать. Мы решили остановиться на трех наиболее любопытных и сильных альбомах людей, чью музыку никогда нельзя было назвать легкой, тем не менее они были и остаются
121	альбом	3	1	50-56	душе — это дух кабаре». Геннадий Каневский (поэт) альбома!» Алексей Будовский (аниматор)
122	альбом	3	2	83-89	исполнила как свои самые ранние песни, так и новые произведения из еще неизданного альбома «Глубина».
123	альбом	3	1	82-88	представляют на Невской Волне красивейший трек со своего нового, второго по счету альбома. Диск, получивший загадочное название Under The Iron Sea, вышел в свет 12 июня
124	альбом	3	2	84-89	один и тот же, только слова разные. Пора бы уже подняться на более высокий уровень. Альбом можно слушать только фоном, не вслушиваясь в текст. Музыка понравилась, гитары
125	альбом	3	2	93-98	прослушивания нового диска? Ладно, а после пяти прослушиваний? Десяти? Двух недель? Я слушал альбом (полностью и частично) практически каждый день со дня его выхода, но единственное
126	альбом	3	1	67-72	файлов фото в пакетном режиме Raw конвертер: Конвертация RAW в JPG альбом Dylanesque 2007 года, состоявший из кавер-версий песен Боба Дилана, располагался
127	альбом	2	3	84-90	даже самые хрупкие воспоминания... Одну за другой переворачиваешь станицу семейного альбома. Вот шумная ватага ребятишек играет в «вышибалы» возле дома; мальчишка залихватского
128	альбом	3	1	80-86	Деймон Олбарн решил выпустить сиквел к мартовскому релизу - третьему студийному альбому « Plastic Beach ».
129	альбом	3	1	48-53	большинство популярных мультиплатформенных игр. альбом хорошей британской группы Animal Collective после выхода как по воздуху распылился
130	альбом	3	1	89-94	музыкальной школе при Гнесинском училище на отделении фортепиано, записывает свой первый альбом, который называется «Любо!».
131	альбом	3	1	81-86	сделать перерыв в карьере. Фронтмен группы Дэйв Грол сообщил журналистам, что их альбом ”Greatest Hits” станет последним -…
132	альбом	3	1	82-88	сказал лидер НЕПРИКАСАЕМЫХ. После этого заиграла песня 'Это был ангел' с сольного альбома Сукачёва 'Песни с окраин' 1996 года издания. 4. 'О чём поёт гитара' Припев песни
133	альбом	3	2	80-87	помогли определить что 'Сигнал из космоса' является необычно антиконцептуальным альбомом.
134	альбом	3	1	81-86	ее триумфом на YouTube было 72 млн просмотров — рекорд в истории интернета. А ее альбом обогнал Arctic Monkeys в категории «Самый быстро раскупленный дебют».
135	альбом	3	2	40-45	спустя Ашур Бетсаргис выпустил еще один альбом «Ana Lewin Min d’Aha Donyeh». Никто и не сомневался, что этот альбом понравится
136	альбом	3	1	80-86	за пределами России: запланированы концерты в Риге, Вильнюсе и украинский релиз альбома.
137	альбом	3	1	80-85	участник дуэта DJ Jazzy Jeff & the Fresh Prince, Уилл Смит снова решил записать альбом. Продюсер Ла Мар 'Марс' Эдвардс утверждает, что планирует вернуть Уилла Смита на
138	альбом	3	1	83-89	своём официальном веб-сайте Moby признаётся в страхах по поводу мартовского релиза альбома Last Night.
139	альбом	3	2	54-59	извлеченные из музыкальных инструментов, как у Флойд. альбом должен был быть такой из посторонних звуков.
140	альбом	3	2	82-88	идея о романсах, которая уже осуществлена в новом альбоме. Параллельно с идеей об альбоме романсов витала идея альбома песен военных лет, и кое-что из таких песен уже набралось
141	альбом	2	3	89-95	Сохранить исходное изображение», если вы хотите, чтобы фотография была сохранена в вашем альбоме. Далее нажмите кнопку «Загрузить». Либо выберите необходимую фотографию из альбома
142	альбом	3	2	85-91	выходом новинок не всегда получается. А благодаря вашему посту узнал о выходе нового альбома группы, что не могло не порадовать. Остается скачать альбом, дабы пополнить свою
143	альбом	3	2	41-46	там жучки, здесь рыбки...) уже только за альбом 'Равноденствие' вообще и песню Ты дерево удостоен подобной чести, и ежели он когда
144	альбом	3	1	84-90	поклонники The Beatles массово отпраздновали сорокалетие легендарной фотосессии для альбома «Abbey Road». Почитатели группы со всего мира собрались возле знаменитой лондонской
145	альбом	3	2	84-90	студийный альбом группы «Lifeblood», записанный большей частью в Нью-Йорке. На этом альбоме в текстах музыканты несколько отошли от соц заморочек и сконцентрировались на личных
146	альбом	2	2	87-94	Фотогалерея (создание альбомов и загрузка в них присланных фотографий), но не более 10 альбомов. Добавление товаров, но не более 10 штук.
147	альбом	1	2	87-92	достаточно, чтобы пропал страх темноты. Чтобы ребенку было интереснее, купите красивый альбом для рисования и скажите: «Вот в этом углу листа я буду записывать стишок, в этом
148	альбом	3	2	42-48	пламени! Жесткий и мощный материал нового альбома московской пэган-метал-группы объединяет эпическую атмосферу последних работ BUTTERFLY
149	альбом	3	1	83-88	Влад и Дмитрий планируют приступить к записи новых песен, которые войдут во второй альбом дуэта. Кроме этого каждый из фабрикантов собирается совершенствоваться и по отдельности
150	альбом	3	1	74-79	хит-параде Великобритании первое место, а на родине музыканта был третьим.Альбом 1970 года «New Morning» оказался совершенно бесцветным, но... снова первое место
151	альбом	3	2	83-88	Coldplay остались верны себе в плане в аранжировках и вокальных партиях. Хоть этот альбом и не из разряда тех, что можно слушать постоянно в течение нескольких дней, но
