context_id	word	gold_sense_id	predict_sense_id	positions	context
41	двигатель	1		27-37	По тому, как изменился рев двигателей, я догадался, что заработала вторая ступень
42	двигатель	1		36-45	Двери сошлись, где-то внизу загудел двигатель. – Хоть лифт не исковеркан, – вздохнул Николай Васильевич
43	двигатель	2		7-16	Труд – двигатель культуры
44	двигатель	2		8-17	Наука – двигатель прогресса
45	двигатель	2		10-19	Реклама – двигатель торговли
46	двигатель	2		57-66	Он откроет тебе широкий кредит, а кредит, братец ты мой, двигатель торговли и коммерции
47	двигатель	2		30-39	В общем, злость, Сеня, лучший двигатель дела
48	двигатель	2		9-18	Основной двигатель был не страх, а иные силы – долг, разум, совесть
49	двигатель	2			Однажды ключик
50	двигатель	2		40-49	сказал мне, что не знает более сильного двигателя творчества, чем зависть
51	двигатель	2		58-67	Всеобщее преследование влиятельных стариков (принцип да и двигатель нынешней общественной жизни) казалось старику-вахтеру логичным
52	двойник	1.1		47-55	Говорят, что у многих известных политиков есть двойники
53	двойник	1.1		25-34	Говорят, что на конкурсе двойников Чарли Чаплина сам Чаплин занял лишь третье место
54	двойник	1.1		105-113	Похитить чертежи и аппарат не удалось, потому что бездельники, нанятые Семеновым, убили не Гарина, а его двойника
55	двойник	1.1		22-29	Поговаривали, что это двойник Зыкиной под фонограмму рот открывает
56	двойник	1.1		8-15	Где тут двойник, а где – подлинный Гитлер?
57	двойник	1.1		138-146	Одним из непременных сигналов для встречи была оставленная в определенном месте машина Огородника. Необходимо было срочно подготовить его двойника, да и его спутницы – Ольги-2
58	двойник	1.1		21-30	Меня знакомят с моим двойником – болгарским артистом; мы смотрим друг на друга и жутко хохочем
59	двойник	1.2		6-14	Фирмы-двойники
60	двойник	1.2		6-14	сайты-двойники
61	двойник	1.2		55-65	Автомобильные номера на машинах преступников оказались двойниками реальных номеров
62	двойник	1.2		161-170	Крупная лос-анджелесская парфюмерная компания резонно указывает на то, что производит и продает парфюм под названием Glow еще с 1999 года и не намерена терпеть «двойников»
63	двойник	1.2		62-72	Согласно этой версии, предложенные к продаже векселя являются двойниками сожженных
64	двойник	1.2		52-61	У официального сайта Мосгордумы появилось несколько двойников: на подставных адресах бесследно исчезают депутатская почта и запросы граждан
65	двойник	1.2		50-59	Сейчас закон предусматривает санкции в отношении «двойников» лишь в том случае, если наименования […] копируются полностью
66	двойник	2		11-18	Лирический двойник – зеркало автора
67	двойник	2		33-42	Для Достоевского была важна тема двойников
68	двойник	2		7-15	Своего двойника видел в галлюцинаторных переживаниях Гете
69	двойник	2		133-142	Лужин, томно рассеянный по комнате, спит, а Лужин, представляющий собой шахматную доску, бодрствует и не может слиться со счастливым двойником
70	двойник	2		95-105	Британский физик Стивен Хоукинг полагает: «Имеется бесконечное множество вселенных, являющихся двойниками нашей Вселенной»
71	двойник	2		44-51	Лифт медленно полз вверх – сумеречный лифт, двойник обычного, по-прежнему стоявшего на первом этаже
72	двойник	3		31-38	Зорге был разоблачен как агент-двойник
73	двойник	3		96-104	Не менее многих в ГРУ разъярены они были мягкостью понесенного Луковым наказания и через агента-двойника допустили утечку
74	двойник	3		26-35	«Сдвоился» – значит «стал двойником», работает на нас и на противника, дезинформирует
75	двойник	3		42-49	Был осторожен, как профессиональный шпион-двойник
76	двойник	3		142-151	Руська […] согласился быть стукачом из любви к спорту, из желания изучить методы МГБ и выявить подлинных стукачей. […] Руську постигла судьба двойников. Об игре его по-прежнему никто не донес, но его стали сторониться
77	дворец	1		8-14	Царский дворец
78	дворец	1		30-36,0-6	дворец патриархаЭто настоящий дворец!
79	дворец	1		60-66	Когда семеро знатнейших вельмож империи подъехали к воротам дворца, никому из часовых даже в голову не пришло расспрашивать их о чем бы то ни было
80	дворец	1		72-79	Огромный, напоминающий лоскутное одеяло стяг республики развевается над дворцом правителя
81	дворец	1		26-33	Ханское величие мраморных дворцов сменилось глинобитным пригородом
82	дворец	1		19-25	На экране мелькали дворцы и хижины какой-то страны контрастов, мягкий голос за кадром рассказывал про латифундии и олигархии
83	дворец	1		18-24	Ему казалось, что дворец непременно должен быть сложен из цельных мраморных глыб, увенчан золоченым куполом и шпилем, а этот в принципе не отличался от любого дома на Невском, разве что был шире и стоял на виду
84	дворец	2		0-6	Дворец бракосочетаний
85	дворец	2		0-6	Дворец спорта
86	дворец	2		0-6	Дворец пионеров и школьников
87	дворец	2		79-85	В первый день после новогодних праздников Дмитрий с Юлькой подали заявление во Дворец бракосочетаний
88	дворец	2		53-59	планах академии есть даже строительство собственного дворца кинематографии
89	дворец	2		13-19	Огромный зал Дворца молодежи на Комсомольском проспекте забит был до отказа
90	девятка	1.1		0-7	Девятка – нечетное число
91	девятка	1.1		13-20	поставить на девятку
92	девятка	1.1		8-17	считать девятками
93	девятка	1.1		146-153	Число «семь» указывает скорее на то, что интересующая вас фраза имеет исламское происхождение. Точнее, арабское. Турки и татары отдают первенство девятке
94	девятка	1.1		0-7	Девятка в оккультных науках – это полный путь, от начала до самого конца. […] Это полный круг в 360 градусов (3+6+0=9)
95	девятка	1.2		22-29	В город звонят через «девятку»
96	девятка	1.2		43-50	Надо рисовать концом шпаги не восьмерку, а девятку
97	девятка	1.2		96-103	Завесил руку над нулем, потом опустил и подставил под нулем аккуратную черную лапку. Получилась девятка
98	девятка	1.2		98-105	В одном варианте записи, начиная со второй цифры после запятой, идут одни нули, а в другом – одни девятки
99	девятка	1.2		90-98,42-49	А скорее всего надо набрать перед номером девятку – обычно она дает выход в город, но и с девяткой ничего не получается
100	девятка	1.2		94-101	Отец, следя за дорогой, каждый раз пропускает тот момент, когда на его спидометре сразу много девяток заменяется многими нулями
101	девятка	2		0-7	Девятка сильнейших игроков
102	девятка	2		11-18	Он вошел в девятку высших руководителей Китая
103	девятка	2		94-101	А на опушке леса стояли на привязи девять жертвенных кобылиц, девять жертвенных быков, девять девяток жертвенных овец на поминальную тризну
104	девятка	2		0-7	Девятка реактивных истребителей – три звена в строю «клин» – с огромной скоростью ринулась из заоблачных высот к земле
105	девятка	2		48-55	Да и женский турнир […] вошел в «супердевять» – девятку крупнейших турниров в мире!
106	девятка	2		135-142	Развивая свою концепцию мироустройства, Европа заговаривает о включении Китая в Большую восьмерку, которая превратится таким образом в Девятку
107	девятка	2		63-70	А этот потенциал был, как известно, сосредоточен в знаменитой «девятке» – девяти союзных министерствах ВПК
108	девятка	3.1		33-40	У меня остались валет, десятка и девятка
109	девятка	3.1		28-35	В этой игре старшая карта – девятка
110	девятка	3.1		30-37	Он стал метать. Направо легла девятка, налево тройка
111	девятка	3.1		12-19	У него была девятка, у банкомета восемь
112	девятка	3.1		82-89,47-54	Фил смахнул рукой пот со лба и открыл карту. – Девятка! – воскликнул он. – У меня девятка! Это же «стрит»!
113	девятка	3.2		15-22	Стали играть в девятку
114	девятка	3.2		2-9	В девятку мне вечно не везет
115	девятка	3.2		110-117	Нестор Иванович, как только вошли гости, не встав даже от стола, не подав руки, предложил было перекинуться в девятку на интерес
116	девятка	3.2		58-65	Бабушка с дядей Юрой говорили и говорили, потом играли в «девятку», обучив к неудовольствию папы простенькой карточной игре и Колюню
117	девятка	3.2		40-47	– Сто не сто, а пятьдесят выиграли. – В девятку? – На облигацию, принадлежащую автомобильному клубу
118	девятка	3.3		12-19	Восьмерка и девятка – разновидности бильярда
119	девятка	3.3		26-33	В Москве прошел турнир по девятке
120	девятка	3.3		0-7	Девятка отличается от предыдущей игры тем, что в ней используют только девять нумерованных от 1 до 9 шаров и биток
121	девятка	3.3		75-82	Мужчины составляли табель о рангах в менее известной разновидности пула – «девятке»
122	девятка	4.1		40-47	У подъезда припаркована чья-то вишневая девятка
123	девятка	4.1		16-23	Прошли уже две «девятки», а семнадцатый все не шел
124	девятка	4.1		43-50	Хлебный фургон доставил мешки к остановке «девятки» у 10-го хлебозавода
125	девятка	4.1		1-8	«Девятка» – это был дом, в котором помещался гастрономический магазин номер девять
126	девятка	4.1		70-77	Предлагать апологету иномарок купить «Жигули», «Оду» или подержанную «девятку» – пустое дело
127	девятка	4.1		21-28	Постучал пальцем по «девятке» за стеклом витрины, попросил холодной. […] Вспомнил какую-то передачу про пиво, что, дескать, в натуральную девятую «Балтику» подмешивают спирт
128	девятка	4.2		23-30	Игрок отправляет мяч в девятку
129	девятка	4.2		31-38	Гол был эффектно забит прямо в девятку
130	девятка	4.2		30-37	Шайба влетела точно в правую «девятку» ворот финской команды
131	девятка	4.2		81-88	Победный гол в матче забил капитан хозяев Егор Титов, мастерски положивший мяч в девятку после паса Никиты Баженова
132	девятка	4.3		25-32	Полковник дважды попал в девятку и один раз в десятку
133	девятка	4.3		58-65	Стрелок разрядил в мишень обойму и несколько раз попал в «девятку»
134	девятка	4.3		43-50	Я стал мазать, я уже не в «десятку» или в «девятку» всаживал пули, а с разбросом по всему кругу мишени
135	девятка	4.3		108-115	Количество баллов для спортсменов стали начислять в зависимости от сектора попадания в пределах «десятки», «девятки», «восьмерки» и так далее
136	девятка	4.3		75-82	Дебютант взрослого чемпионата мира 19-летний Азаренко попал в «десятку» и «девятку» и занял четвертое место
137	дедушка	1		18-26	В деревне ходил с дедушкой на рыбалку
138	дедушка	1		0-7	Дедушки у него не было
139	дедушка	1		32-39	На этом же кладбище, кажется, и дедушка похоронен
140	дедушка	1		121-128	Если Лёва станет играть в школьном джазе, ему это может понравиться: ведь у него такая опасная наследственность по линии дедушки
141	дедушка	1		60-67	Витальку любили оба родителя, две бабушки, прабабушка и два дедушки
142	дедушка	2		8-15	Смотри, дедушка вошел, уступи ему место
143	дедушка	2		16-23	На первом этаже дедушка живет, родственников у него нет, мы заходим, помогаем
144	дедушка	2		21-28	А тут к нему подошел дедушка совсем седенький и стал говорить: «Гриша, вы нас всех защищаете, это хуже убийства, почему рабоче-крестьянская власть такое против крестьянства делает, чего царь не делал…»
145	дедушка	2		90-97	Дед Иван вскоре был поднят медсестрой, которая проверила его пульс, давление и сказала: – Дедушка, не болей. Питаться надо лучше, и всё
146	дежурная	1		43-51	Если вам что-то понадобится, обращайтесь к дежурной
147	дежурная	1		0-8	Дежурная распоряжается, кому в каком порядке выступать
148	дежурная	1			Я в пансионе дежурной была в кухне – изжарила начальнице котлету из жеваной бумаги…
149	дежурная	1		8-16	Видимо, дежурная поняла, что отец в предынфарктном состоянии – «скорая» приехала через десять минут
150	дежурная	1		5-13	Пока дежурная готовила маршрут, Борзов привел маневровый тепловоз в движение
151	дежурная	1		51-59	В ресторане играла радиола, то и дело прерывая ее, дежурная объявляла посадку: Ташкент, Алма-Ата…
152	дежурная	2		48-56	К вечеру в институте оставались лишь уборщица и дежурная
153	дежурная	2		23-31	Около турникетов будка дежурной
154	дежурная	2		76-84	Елизавета Максимовна записала в журнал, что в полулюксе живут двое, и новая дежурная, сидящая на посту на третьем этаже, ничего у Насти не спросила, только проводила ее недоброжелательным взглядом
155	дежурная	2		0-8	Дежурная ушла куда-то внутрь, в полной уверенности, что не найдется нахала, который полезет в самолет без ее позволения
156	дежурная	2		0-8	Дежурная вышла из будки и сноровисто, двумя пальцами подцепила билет
157	дежурная	2		47-55	Войдя в Дом колхозника, он справился у старухи дежурной, вязавшей за перегородкой носок, есть ли кто-нибудь в седьмом номере
158	дежурный	1		14-22	К нам подошел дежурный по вокзалу и предложил помощь
159	дежурный	1		12-20	На перемене дежурные вытерли доску и вымыли тряпку
160	дежурный	1		26-34	Я вызвался бессрочно быть дежурным, чтобы каждую перемену проветривать класс
161	дежурный	1		23-31	Ливанов, Сухарев и я – дежурные по уборке, задержались в театре, чтобы все убрать и проветрить помещение
162	дежурный	1		29-38	В это время раздался свисток дежурного по перрону
163	дежурный	1		0-8,132-140	Дежурный сидел в типографии до рассвета. Каждый час на его столе звонил телефон – Киселев передавал поправки и уточненияКто сегодня дежурный по камере? – Новенький, что вчера привели
164	дежурный	2		7-15	Ночной дежурный
165	дежурный	2		14-22	У входа стоит дежурный
166	дежурный	2		12-20	В общежитии дежурный по ночам к телефону не подзывал
167	дежурный	2		4-12	Эй, дежурный, скорей врача, сердечный припадок у заключенного!
168	дежурный	2		98-106	Из какого бы входа Варенуха ни вошел в здание, он неизбежно должен был встретить одного из ночных дежурных
169	дежурный	2		11-20	В качестве дежурного я контролировал вход в это здание, сидя за столиком в вестибюле
170	дежурный	2		8-17	Надо бы дежурного при вещах оставить, на всякий случай
171	декабрист	1		16-27	Тайные общества декабристов
172	декабрист	1		10-21	восстание декабристов на Сенатской площади
173	декабрист	1		5-16	Жены декабристов отправлялись на каторгу за своими мужьями
174	декабрист	1		50-61	Тринадцатого июля вершилась казнь. Вешали пятерых декабристов
175	декабрист	1		62-72	Слушателем крамольного романа был и Кондрашёв-Иванов, правнук декабриста Кондрашёва, приговоренного за восстание к двадцати годам и отмеченного трогательным приездом к нему в Сибирь полюбившей его гувернантки-француженки
176	декабрист	1		0-10	Декабристы Евгений Оболенский, Михаил Бестужев-Рюмин в своих мемуарах писали о том, что приезд Трубецкой и Волконской, «этих двух высоких женщин, русских по сердцу», […] благотворно подействовал на всех сибирских узников
177	декабрист	1		56-66	В ложу «Трех добродетелей» входили такие видные будущие декабристы, как С.П. Трубецкой, Н.М. Муравьев, Ф.П. Шаховской
178	декабрист	2		42-51	Эту разновидность кактуса часто называют «декабрист»
179	декабрист	2		30-39	На подоконнике стоял цветущий декабрист
180	декабрист	2		7-16	Кактус-декабрист […], который цветет на окнах зимой, родом из тропических лесов
181	декабрист	2		61-71	И еще к нам летели огромные белые, похожие на лилии, цветы – декабристы
182	декрет	1		0-6	Декрет об утверждении Временного правительства
183	декрет	1		73-79	5 сентября 1918 года правительство легализовало террор, издав знаменитый декрет «О красном терроре»
184	декрет	1		82-90	Я этот процесс ресталинизации назвал ползучим именно потому, что она не вводилась декретом, особым решением, а постепенно, шаг за шагом обволакивала общественную жизнь
185	декрет	1		47-53	31 марта 1492 года Фердинанд и Изабелла издали декрет, которым все евреи мужского и женского пола обязывались покинуть Испанию до 31 июля того же года
186	декрет	1		40-47	Рабочий день – восемь часов (это еще по Декрету о труде от 29 октября 1917 года)
187	декрет	1		0-8	Декретом от 22 февраля 1924 года Наркомфину предлагалось обеспечить чеканку серебряной монеты к январю 1925 года на сумму в 100 млн рублей
188	декрет	2		30-36	Учительница математики ушла в декрет
189	декрет	2		38-45	Она в марте родила и уже вернулась из декрета
190	декрет	2		78-84	Зато Борис Балашов […] отыскал скромную ставку в киножурнале – отправлялась в декрет беременная сотрудница
191	декрет	2		34-40,24-31	Как замуж вышла, так из декрета в декрет, и с утра до вечера готовлю, стираю, глажу, прибираю, за Олей и Андрюшей смотрю
192	декрет	2		64-70	Пропущен этот срок – она, как любая советская женщина, уходит в декрет, рожает, а когда малыш окрепнет, их обоих все-таки возвращают домой
193	декрет	2		24-30	Женщина не может уйти в декрет из-за боязни потерять работу, – докладывала госпожа Лахова
194	дело	1.1		14-18	У меня к тебе дело
195	дело	1.1		24-28,40-44	У тебя сегодня в городе дела есть? Твое дело решилось, договор будет продлен
196	дело	1.1		29-35,130-133	С пяти утра хозяин занимался делами. Чинил забор, копался в огородеВставай, – говорил он печально и сурово, – у нас сегодня много дел
197	дело	1.1		21-24	Работа, да и по дому дел невпроворот: купи, приготовь, выстирай
198	дело	1.1		36-41	Найти овес на нашем дворе оказалось делом нелегким
199	дело	1.1		32-36	Я не о том, Ромаша. Я к тебе по делу. Ты мне можешь помочь?
200	дело	1.1		66-70	Он бы и поехал в Париж, да понятия не имел, с какого конца за это дело взяться
201	дело	1.2		7-11	Доброе дело
202	дело	1.2			полезное
203	дело	1.2		19-23	Сделал свое черное дело
204	дело	1.2		28-32	О господи, как совершенны / Дела твои, – думал больной
205	дело	1.2		4-9	Кто делом, кто словом, кто мыслью – а все виноваты
206	дело	1.2		58-62	О, если бы эта энергия и эти силы направлялись на великие дела!
207	дело	1.2		75-79	– Рост, – сказала Вита, когда они подошли к стоянке такси. – Сделай доброе дело, а? Устрой к себе Юрку на работу
208	дело	1.2		65-69	К этому ли вы стремились? Если да – о, тогда вы сделали страшное дело
209	дело	1.2		57-61	На острове провели расчистку лесополосы, сделали хорошее дело
210	дело	2.1		8-12	Человек дела
211	дело	2.1		0-4	Делу время, потехе час
212	дело	2.1		0-4	Дело мастера боится
213	дело	2.1		7-11	Больше дела, меньше слов
214	дело	2.1		54-58	Мыслить, мечтать можем в Германии, Франции, Италии, а дело делать единственно в России
215	дело	2.1		54-58	Я окончил юридический факультет и год проболтался без дела
216	дело	2.1		40-44	Формовщик отливает ее в гипсе. Потом за дело берутся камнерезы
217	дело	2.1		100-104	Жизнь была полна до краев, энергии у молодого батюшки было хоть отбавляй, и каждая минута дня шла в дело
218	дело	2.1		179-183,150-155	Разве рисовать картинки – это работа? Он и сам это любил, и Бемби частенько рисовала что-то, закрываясь рукой, но никто не считал, что они занимаются делом. Вот уроки учить – это дело
219	дело	2.2		24-27	Министерство внутренних дел
220	дело	2.2		11-17	управление делами
221	дело	2.2		21-24	Коллегия иностранных дел занимала часть Главного штаба
222	дело	2.2		76-81	Направляю Вам копию своего письма председателю Государственного комитета по делам издательств, полиграфии и книжной торговли Совета Министров СССР
223	дело	2.2		30-35	Требовал портфель министра по делам искусств. Они говорят: нет такого министерства
224	дело	2.2		35-40	Поможете пробить стены Комитета по делам изобретений, будете соавтором
225	дело	2.3		9-13	Успехи в деле просвещения
226	дело	2.3		5-9	Наше дело правое
227	дело	2.3		12-16	К борьбе за дело Коммунистической партии будь готов!
228	дело	2.3		12-16	Мы стоим за дело мира, мы готовимся к войне!
229	дело	2.3		25-29	Да, я всецело принадлежу делу великой борьбы за освобождение рабочего класса
230	дело	3.1		8-12	Военное дело
231	дело	3.1		8-11	часовых дел мастер
232	дело	3.1		94-99	Сначала мой дед ремонтировал часы и всякую хозяйственную утварь. Потом занимался типографским делом
233	дело	3.1		20-24	Он знал переплетное дело и любил переплетать книги
234	дело	3.1		22-26	Но уже тогда сапожное дело у нас развивалось не просто как починка обуви, к тому времени в городе уже был кожевенный завод
235	дело	3.1		77-81	Ее учителем был первый муж, Антон Иванович Флотов, великий мастер чертежного дела, даже можно было сказать, искусства
236	дело	3.1		132-137	С полицией надо дружить, так, во всяком случае, учили его дед и отец, которые сами всю жизнь занимались огранкой камней и ювелирным делом
237	дело	3.2		22-26	Мечтать о собственном деле
238	дело	3.2		29-33	Заработаю денег, открою свое дело
239	дело	3.2		43-47	После военной службы хотел бы открыть свое дело
240	дело	3.2		64-68	Пятый успел бежать и, по слухам, осел в Канаде, где открыл свое дело, именно: гнал из стружки древесный спирт
241	дело	3.2		21-25	Я создал собственное дело: экспериментально-творческое объединение «Шоу-иллюзион Игоря Кио»
242	дело	3.2		37-41	Мужик он хваткий, открыл собственное дело по производству пластиковых окон
243	дело	3.2		22-26	Чжан Инь открыла свое дело по использованию переработанной макулатуры в Гонконге в 1985 году
244	дело	4.1		5-9	Суть дела
245	дело	4.1		14-18	Давай ближе к делу
246	дело	4.1		10-14	Не в этом дело
247	дело	4.1		10-14	В чем тут дело?
248	дело	4.1		79-83	Он был горд, ироничен, иногда высокомерен и всегда беспощаден в оценках, когда дело касалось стихов
249	дело	4.1		88-92	Игорь Нетто женился на актрисе Театра на Малой Бронной Ольге Яковлевой – впрочем, это к делу не относится
250	дело	4.1		8-12	Главное дело, пиджак забрала, в рубахе оставила!
251	дело	4.1		86-90,78-82	Но для того, чтобы получить эти деньги, нужно было ввести родственника в курс дела. А дело состояло в том, что […] в научно-исследовательской лаборатории работал Василий Васильевич Лебедев, который изобрел чудодейственные бальзамы
252	дело	4.1		116-120,129-133	Растущая популярность блогов вполне объяснима: у большинства людей существует потребность высказать свое мнение, по делу и не по делу
253	дело	4.2		12-16	Это не твое дело
254	дело	4.2		15-19	Решай сам, мое дело предложить
255	дело	4.2		117-121,104-107,71-75	Где бы Шлепа ни появлялся, его всегда били за то, что он лез не в свои дела. Шлепа считал, что не своих дел нет, все дела общие
256	дело	4.2		16-20	– Ну что ж… Мое дело маленькое, прикажете – выполню. Но я не отвечаю
257	дело	4.2		45-49	И вообще, думать о мировой конъюнктуре – это дело законодателя, а не мое!
258	дело	4.2		60-64	– Нет, я не хочу строить домыслы и вести расследование. Это дело полиции
259	дело	4.2		9-13	Что, это дело главного экономиста – ездить в подсобное хозяйство за рыбой?
