context_id	word	gold_sense_id	predict_sense_id	positions	context
148	двигатель	1	2	36-46	Двери сошлись, где-то внизу загудел двигатель. – Хоть лифт не исковеркан, – вздохнул Николай Васильевич
149	двигатель	2	4	7-17	Труд – двигатель культуры
150	двигатель	2	4	8-18	Наука – двигатель прогресса
151	двигатель	2	4	10-20	Реклама – двигатель торговли
152	двигатель	2	4	57-67	Он откроет тебе широкий кредит, а кредит, братец ты мой, двигатель торговли и коммерции
153	двигатель	2	4	30-40	В общем, злость, Сеня, лучший двигатель дела
154	двигатель	2	4	9-19	Основной двигатель был не страх, а иные силы – долг, разум, совесть
155	двигатель	2	4		Однажды ключик
156	двигатель	2	4	40-50	сказал мне, что не знает более сильного двигателя творчества, чем зависть
157	двигатель	2	4	58-68	Всеобщее преследование влиятельных стариков (принцип да и двигатель нынешней общественной жизни) казалось старику-вахтеру логичным
207	двойник	1.1	3	47-56	Говорят, что у многих известных политиков есть двойники
208	двойник	1.1	3	25-35	Говорят, что на конкурсе двойников Чарли Чаплина сам Чаплин занял лишь третье место
209	двойник	1.1	1	105-114	Похитить чертежи и аппарат не удалось, потому что бездельники, нанятые Семеновым, убили не Гарина, а его двойника
210	двойник	1.1	1	22-30	Поговаривали, что это двойник Зыкиной под фонограмму рот открывает
211	двойник	1.1	3	8-16	Где тут двойник, а где – подлинный Гитлер?
212	двойник	1.1	3	138-147	Одним из непременных сигналов для встречи была оставленная в определенном месте машина Огородника. Необходимо было срочно подготовить его двойника, да и его спутницы – Ольги-2
213	двойник	1.1	1	21-31	Меня знакомят с моим двойником – болгарским артистом; мы смотрим друг на друга и жутко хохочем
214	двойник	1.2	3	6-15	Фирмы-двойники
215	двойник	1.2	3	6-15	сайты-двойники
216	двойник	1.2	1	55-66	Автомобильные номера на машинах преступников оказались двойниками реальных номеров
217	двойник	1.2	3	161-171	Крупная лос-анджелесская парфюмерная компания резонно указывает на то, что производит и продает парфюм под названием Glow еще с 1999 года и не намерена терпеть «двойников»
218	двойник	1.2	3	62-73	Согласно этой версии, предложенные к продаже векселя являются двойниками сожженных
219	двойник	1.2	3	52-62	У официального сайта Мосгордумы появилось несколько двойников: на подставных адресах бесследно исчезают депутатская почта и запросы граждан
220	двойник	1.2	2	50-60	Сейчас закон предусматривает санкции в отношении «двойников» лишь в том случае, если наименования […] копируются полностью
221	двойник	2	3	11-19	Лирический двойник – зеркало автора
222	двойник	2	3	33-43	Для Достоевского была важна тема двойников
223	двойник	2	2	7-16	Своего двойника видел в галлюцинаторных переживаниях Гете
224	двойник	2	1	133-143	Лужин, томно рассеянный по комнате, спит, а Лужин, представляющий собой шахматную доску, бодрствует и не может слиться со счастливым двойником
225	двойник	2	2	95-106	Британский физик Стивен Хоукинг полагает: «Имеется бесконечное множество вселенных, являющихся двойниками нашей Вселенной»
226	двойник	2	1	44-52	Лифт медленно полз вверх – сумеречный лифт, двойник обычного, по-прежнему стоявшего на первом этаже
227	двойник	3	3	31-39	Зорге был разоблачен как агент-двойник
228	двойник	3	1	96-105	Не менее многих в ГРУ разъярены они были мягкостью понесенного Луковым наказания и через агента-двойника допустили утечку
229	двойник	3	1	26-36	«Сдвоился» – значит «стал двойником», работает на нас и на противника, дезинформирует
230	двойник	3	3	42-50	Был осторожен, как профессиональный шпион-двойник
231	двойник	3	3	142-152	Руська […] согласился быть стукачом из любви к спорту, из желания изучить методы МГБ и выявить подлинных стукачей. […] Руську постигла судьба двойников. Об игре его по-прежнему никто не донес, но его стали сторониться
264	дворец	1	3	8-15	Царский дворец
265	дворец	1	1	0-7,30-37	дворец патриархаЭто настоящий дворец!
266	дворец	1	2	60-67	Когда семеро знатнейших вельмож империи подъехали к воротам дворца, никому из часовых даже в голову не пришло расспрашивать их о чем бы то ни было
267	дворец	1	3	72-80	Огромный, напоминающий лоскутное одеяло стяг республики развевается над дворцом правителя
268	дворец	1	3	26-34	Ханское величие мраморных дворцов сменилось глинобитным пригородом
269	дворец	1	2	19-26	На экране мелькали дворцы и хижины какой-то страны контрастов, мягкий голос за кадром рассказывал про латифундии и олигархии
270	дворец	1	3	18-25	Ему казалось, что дворец непременно должен быть сложен из цельных мраморных глыб, увенчан золоченым куполом и шпилем, а этот в принципе не отличался от любого дома на Невском, разве что был шире и стоял на виду
271	дворец	2	3	0-7	Дворец бракосочетаний
272	дворец	2	1	0-7	Дворец спорта
273	дворец	2	1	0-7	Дворец пионеров и школьников
274	дворец	2	2	79-86	В первый день после новогодних праздников Дмитрий с Юлькой подали заявление во Дворец бракосочетаний
275	дворец	2	3	53-60	планах академии есть даже строительство собственного дворца кинематографии
276	дворец	2	1	13-20	Огромный зал Дворца молодежи на Комсомольском проспекте забит был до отказа
388	девятка	1.1	1	0-8	Девятка – нечетное число
389	девятка	1.1	1	13-21	поставить на девятку
390	девятка	1.1	1	8-18	считать девятками
391	девятка	1.1	1	146-154	Число «семь» указывает скорее на то, что интересующая вас фраза имеет исламское происхождение. Точнее, арабское. Турки и татары отдают первенство девятке
392	девятка	1.1	1	0-8	Девятка в оккультных науках – это полный путь, от начала до самого конца. […] Это полный круг в 360 градусов (3+6+0=9)
393	девятка	1.2	1	22-30	В город звонят через «девятку»
394	девятка	1.2	1	43-51	Надо рисовать концом шпаги не восьмерку, а девятку
395	девятка	1.2	1	96-104	Завесил руку над нулем, потом опустил и подставил под нулем аккуратную черную лапку. Получилась девятка
396	девятка	1.2	1	98-106	В одном варианте записи, начиная со второй цифры после запятой, идут одни нули, а в другом – одни девятки
397	девятка	1.2	2	42-50,90-99	А скорее всего надо набрать перед номером девятку – обычно она дает выход в город, но и с девяткой ничего не получается
398	девятка	1.2	2	94-102	Отец, следя за дорогой, каждый раз пропускает тот момент, когда на его спидометре сразу много девяток заменяется многими нулями
399	девятка	2	1	0-8	Девятка сильнейших игроков
400	девятка	2	1	11-19	Он вошел в девятку высших руководителей Китая
401	девятка	2	1	94-102	А на опушке леса стояли на привязи девять жертвенных кобылиц, девять жертвенных быков, девять девяток жертвенных овец на поминальную тризну
402	девятка	2	1	0-8	Девятка реактивных истребителей – три звена в строю «клин» – с огромной скоростью ринулась из заоблачных высот к земле
403	девятка	2	1	48-56	Да и женский турнир […] вошел в «супердевять» – девятку крупнейших турниров в мире!
404	девятка	2	1	135-143	Развивая свою концепцию мироустройства, Европа заговаривает о включении Китая в Большую восьмерку, которая превратится таким образом в Девятку
405	девятка	2	2	63-71	А этот потенциал был, как известно, сосредоточен в знаменитой «девятке» – девяти союзных министерствах ВПК
406	девятка	3.1	1	33-41	У меня остались валет, десятка и девятка
407	девятка	3.1	1	28-36	В этой игре старшая карта – девятка
408	девятка	3.1	1	30-38	Он стал метать. Направо легла девятка, налево тройка
409	девятка	3.1	1	12-20	У него была девятка, у банкомета восемь
410	девятка	3.1	2	47-55,82-90	Фил смахнул рукой пот со лба и открыл карту. – Девятка! – воскликнул он. – У меня девятка! Это же «стрит»!
411	девятка	3.2	1	15-23	Стали играть в девятку
412	девятка	3.2	2	2-10	В девятку мне вечно не везет
413	девятка	3.2	2	110-118	Нестор Иванович, как только вошли гости, не встав даже от стола, не подав руки, предложил было перекинуться в девятку на интерес
414	девятка	3.2	1	58-66	Бабушка с дядей Юрой говорили и говорили, потом играли в «девятку», обучив к неудовольствию папы простенькой карточной игре и Колюню
415	девятка	3.2	1	40-48	– Сто не сто, а пятьдесят выиграли. – В девятку? – На облигацию, принадлежащую автомобильному клубу
416	девятка	3.3	1	12-20	Восьмерка и девятка – разновидности бильярда
417	девятка	3.3	1	26-34	В Москве прошел турнир по девятке
418	девятка	3.3	1	0-8	Девятка отличается от предыдущей игры тем, что в ней используют только девять нумерованных от 1 до 9 шаров и биток
419	девятка	3.3	1	75-83	Мужчины составляли табель о рангах в менее известной разновидности пула – «девятке»
420	девятка	4.1	2	40-48	У подъезда припаркована чья-то вишневая девятка
421	девятка	4.1	2	16-24	Прошли уже две «девятки», а семнадцатый все не шел
422	девятка	4.1	2	43-51	Хлебный фургон доставил мешки к остановке «девятки» у 10-го хлебозавода
423	девятка	4.1	2	1-9	«Девятка» – это был дом, в котором помещался гастрономический магазин номер девять
424	девятка	4.1	2	70-78	Предлагать апологету иномарок купить «Жигули», «Оду» или подержанную «девятку» – пустое дело
425	девятка	4.1	2	21-29	Постучал пальцем по «девятке» за стеклом витрины, попросил холодной. […] Вспомнил какую-то передачу про пиво, что, дескать, в натуральную девятую «Балтику» подмешивают спирт
426	девятка	4.2	1	23-31	Игрок отправляет мяч в девятку
427	девятка	4.2	1	31-39	Гол был эффектно забит прямо в девятку
428	девятка	4.2	1	30-38	Шайба влетела точно в правую «девятку» ворот финской команды
429	девятка	4.2	1	81-89	Победный гол в матче забил капитан хозяев Егор Титов, мастерски положивший мяч в девятку после паса Никиты Баженова
430	девятка	4.3	1	25-33	Полковник дважды попал в девятку и один раз в десятку
431	девятка	4.3	1	58-66	Стрелок разрядил в мишень обойму и несколько раз попал в «девятку»
432	девятка	4.3	1	43-51	Я стал мазать, я уже не в «десятку» или в «девятку» всаживал пули, а с разбросом по всему кругу мишени
433	девятка	4.3	1	108-116	Количество баллов для спортсменов стали начислять в зависимости от сектора попадания в пределах «десятки», «девятки», «восьмерки» и так далее
434	девятка	4.3	1	75-83	Дебютант взрослого чемпионата мира 19-летний Азаренко попал в «десятку» и «девятку» и занял четвертое место
457	дедушка	1	3	18-27	В деревне ходил с дедушкой на рыбалку
458	дедушка	1	2	0-8	Дедушки у него не было
459	дедушка	1	3	32-40	На этом же кладбище, кажется, и дедушка похоронен
460	дедушка	1	3	121-129	Если Лёва станет играть в школьном джазе, ему это может понравиться: ведь у него такая опасная наследственность по линии дедушки
461	дедушка	1	1	60-68	Витальку любили оба родителя, две бабушки, прабабушка и два дедушки
462	дедушка	2	2	8-16	Смотри, дедушка вошел, уступи ему место
463	дедушка	2	2	16-24	На первом этаже дедушка живет, родственников у него нет, мы заходим, помогаем
464	дедушка	2	2	21-29	А тут к нему подошел дедушка совсем седенький и стал говорить: «Гриша, вы нас всех защищаете, это хуже убийства, почему рабоче-крестьянская власть такое против крестьянства делает, чего царь не делал…»
465	дедушка	2	2	90-98	Дед Иван вскоре был поднят медсестрой, которая проверила его пульс, давление и сказала: – Дедушка, не болей. Питаться надо лучше, и всё
466	дежурная	1	1	43-52	Если вам что-то понадобится, обращайтесь к дежурной
467	дежурная	1	1	0-9	Дежурная распоряжается, кому в каком порядке выступать
468	дежурная	1	1	13-22	Я в пансионе дежурной была в кухне – изжарила начальнице котлету из жеваной бумаги…
469	дежурная	1	1	8-17	Видимо, дежурная поняла, что отец в предынфарктном состоянии – «скорая» приехала через десять минут
470	дежурная	1	1	5-14	Пока дежурная готовила маршрут, Борзов привел маневровый тепловоз в движение
471	дежурная	1	1	51-60	В ресторане играла радиола, то и дело прерывая ее, дежурная объявляла посадку: Ташкент, Алма-Ата…
472	дежурная	2	1	48-57	К вечеру в институте оставались лишь уборщица и дежурная
473	дежурная	2	1	23-32	Около турникетов будка дежурной
474	дежурная	2	1	76-85	Елизавета Максимовна записала в журнал, что в полулюксе живут двое, и новая дежурная, сидящая на посту на третьем этаже, ничего у Насти не спросила, только проводила ее недоброжелательным взглядом
475	дежурная	2	2	0-9	Дежурная ушла куда-то внутрь, в полной уверенности, что не найдется нахала, который полезет в самолет без ее позволения
476	дежурная	2	1	0-9	Дежурная вышла из будки и сноровисто, двумя пальцами подцепила билет
477	дежурная	2	1	47-56	Войдя в Дом колхозника, он справился у старухи дежурной, вязавшей за перегородкой носок, есть ли кто-нибудь в седьмом номере
478	дежурный	1	1	14-23	К нам подошел дежурный по вокзалу и предложил помощь
479	дежурный	1	3	12-21	На перемене дежурные вытерли доску и вымыли тряпку
480	дежурный	1	3	26-35	Я вызвался бессрочно быть дежурным, чтобы каждую перемену проветривать класс
481	дежурный	1	3	23-32	Ливанов, Сухарев и я – дежурные по уборке, задержались в театре, чтобы все убрать и проветрить помещение
482	дежурный	1	3	29-39	В это время раздался свисток дежурного по перрону
483	дежурный	1	1	0-9,132-141	Дежурный сидел в типографии до рассвета. Каждый час на его столе звонил телефон – Киселев передавал поправки и уточненияКто сегодня дежурный по камере? – Новенький, что вчера привели
484	дежурный	2	2	7-16	Ночной дежурный
485	дежурный	2	3	14-23	У входа стоит дежурный
486	дежурный	2	1	12-21	В общежитии дежурный по ночам к телефону не подзывал
487	дежурный	2	1	4-13	Эй, дежурный, скорей врача, сердечный припадок у заключенного!
488	дежурный	2	1	98-107	Из какого бы входа Варенуха ни вошел в здание, он неизбежно должен был встретить одного из ночных дежурных
489	дежурный	2	3	11-21	В качестве дежурного я контролировал вход в это здание, сидя за столиком в вестибюле
490	дежурный	2	4	8-18	Надо бы дежурного при вещах оставить, на всякий случай
590	декабрист	1	1	16-28	Тайные общества декабристов
591	декабрист	1	1	10-22	восстание декабристов на Сенатской площади
592	декабрист	1	1	5-17	Жены декабристов отправлялись на каторгу за своими мужьями
593	декабрист	1	2	50-62	Тринадцатого июля вершилась казнь. Вешали пятерых декабристов
594	декабрист	1	2	62-73	Слушателем крамольного романа был и Кондрашёв-Иванов, правнук декабриста Кондрашёва, приговоренного за восстание к двадцати годам и отмеченного трогательным приездом к нему в Сибирь полюбившей его гувернантки-француженки
595	декабрист	1	2	0-11	Декабристы Евгений Оболенский, Михаил Бестужев-Рюмин в своих мемуарах писали о том, что приезд Трубецкой и Волконской, «этих двух высоких женщин, русских по сердцу», […] благотворно подействовал на всех сибирских узников
596	декабрист	1	1	56-67	В ложу «Трех добродетелей» входили такие видные будущие декабристы, как С.П. Трубецкой, Н.М. Муравьев, Ф.П. Шаховской
597	декабрист	2	1	42-52	Эту разновидность кактуса часто называют «декабрист»
598	декабрист	2	1	30-40	На подоконнике стоял цветущий декабрист
599	декабрист	2	1	7-17	Кактус-декабрист […], который цветет на окнах зимой, родом из тропических лесов
600	декабрист	2	1	61-72	И еще к нам летели огромные белые, похожие на лилии, цветы – декабристы
639	декрет	1	1	0-7	Декрет об утверждении Временного правительства
640	декрет	1	1	73-80	5 сентября 1918 года правительство легализовало террор, издав знаменитый декрет «О красном терроре»
641	декрет	1	2	82-91	Я этот процесс ресталинизации назвал ползучим именно потому, что она не вводилась декретом, особым решением, а постепенно, шаг за шагом обволакивала общественную жизнь
642	декрет	1	1	47-54	31 марта 1492 года Фердинанд и Изабелла издали декрет, которым все евреи мужского и женского пола обязывались покинуть Испанию до 31 июля того же года
643	декрет	1	1	40-48	Рабочий день – восемь часов (это еще по Декрету о труде от 29 октября 1917 года)
644	декрет	1	1	0-9	Декретом от 22 февраля 1924 года Наркомфину предлагалось обеспечить чеканку серебряной монеты к январю 1925 года на сумму в 100 млн рублей
645	декрет	2	2	30-37	Учительница математики ушла в декрет
646	декрет	2	2	38-46	Она в марте родила и уже вернулась из декрета
647	декрет	2	2	78-85	Зато Борис Балашов […] отыскал скромную ставку в киножурнале – отправлялась в декрет беременная сотрудница
648	декрет	2	2	24-32,34-41	Как замуж вышла, так из декрета в декрет, и с утра до вечера готовлю, стираю, глажу, прибираю, за Олей и Андрюшей смотрю
649	декрет	2	2	64-71	Пропущен этот срок – она, как любая советская женщина, уходит в декрет, рожает, а когда малыш окрепнет, их обоих все-таки возвращают домой
650	декрет	2	2	24-31	Женщина не может уйти в декрет из-за боязни потерять работу, – докладывала госпожа Лахова
701	дело	1.1	3	14-19	У меня к тебе дело
702	дело	1.1	3	24-29,40-45	У тебя сегодня в городе дела есть? Твое дело решилось, договор будет продлен
703	дело	1.1	3	29-36,130-134	С пяти утра хозяин занимался делами. Чинил забор, копался в огородеВставай, – говорил он печально и сурово, – у нас сегодня много дел
704	дело	1.1	3	21-25	Работа, да и по дому дел невпроворот: купи, приготовь, выстирай
705	дело	1.1	3	36-42	Найти овес на нашем дворе оказалось делом нелегким
706	дело	1.1	3	32-37	Я не о том, Ромаша. Я к тебе по делу. Ты мне можешь помочь?
707	дело	1.1	6	66-71	Он бы и поехал в Париж, да понятия не имел, с какого конца за это дело взяться
708	дело	1.2	1	7-12	Доброе дело
709	дело	1.2	1		полезное
710	дело	1.2	3	19-24	Сделал свое черное дело
711	дело	1.2	3	28-33	О господи, как совершенны / Дела твои, – думал больной
712	дело	1.2	4	4-10	Кто делом, кто словом, кто мыслью – а все виноваты
713	дело	1.2	1	58-63	О, если бы эта энергия и эти силы направлялись на великие дела!
714	дело	1.2	3	75-80	– Рост, – сказала Вита, когда они подошли к стоянке такси. – Сделай доброе дело, а? Устрой к себе Юрку на работу
715	дело	1.2	3	65-70	К этому ли вы стремились? Если да – о, тогда вы сделали страшное дело
716	дело	1.2	1	57-62	На острове провели расчистку лесополосы, сделали хорошее дело
717	дело	2.1	6	8-13	Человек дела
718	дело	2.1	3	0-5	Делу время, потехе час
719	дело	2.1	3	0-5	Дело мастера боится
720	дело	2.1	4	7-12	Больше дела, меньше слов
721	дело	2.1	1	54-59	Мыслить, мечтать можем в Германии, Франции, Италии, а дело делать единственно в России
722	дело	2.1	1	54-59	Я окончил юридический факультет и год проболтался без дела
723	дело	2.1	3	40-45	Формовщик отливает ее в гипсе. Потом за дело берутся камнерезы
724	дело	2.1	3	100-105	Жизнь была полна до краев, энергии у молодого батюшки было хоть отбавляй, и каждая минута дня шла в дело
725	дело	2.1	4	150-156,179-184	Разве рисовать картинки – это работа? Он и сам это любил, и Бемби частенько рисовала что-то, закрываясь рукой, но никто не считал, что они занимаются делом. Вот уроки учить – это дело
726	дело	2.2	2	24-28	Министерство внутренних дел
727	дело	2.2	2	11-18	управление делами
728	дело	2.2	2	21-25	Коллегия иностранных дел занимала часть Главного штаба
729	дело	2.2	2	76-82	Направляю Вам копию своего письма председателю Государственного комитета по делам издательств, полиграфии и книжной торговли Совета Министров СССР
730	дело	2.2	2	30-36	Требовал портфель министра по делам искусств. Они говорят: нет такого министерства
731	дело	2.2	1	35-41	Поможете пробить стены Комитета по делам изобретений, будете соавтором
732	дело	2.3	1	9-14	Успехи в деле просвещения
733	дело	2.3	3	5-10	Наше дело правое
734	дело	2.3	1	12-17	К борьбе за дело Коммунистической партии будь готов!
735	дело	2.3	3	12-17	Мы стоим за дело мира, мы готовимся к войне!
736	дело	2.3	1	25-30	Да, я всецело принадлежу делу великой борьбы за освобождение рабочего класса
737	дело	3.1	2	8-13	Военное дело
738	дело	3.1	1	8-12	часовых дел мастер
739	дело	3.1	1	94-100	Сначала мой дед ремонтировал часы и всякую хозяйственную утварь. Потом занимался типографским делом
740	дело	3.1	1	20-25	Он знал переплетное дело и любил переплетать книги
741	дело	3.1	3	22-27	Но уже тогда сапожное дело у нас развивалось не просто как починка обуви, к тому времени в городе уже был кожевенный завод
742	дело	3.1	1	77-82	Ее учителем был первый муж, Антон Иванович Флотов, великий мастер чертежного дела, даже можно было сказать, искусства
743	дело	3.1	1	132-138	С полицией надо дружить, так, во всяком случае, учили его дед и отец, которые сами всю жизнь занимались огранкой камней и ювелирным делом
744	дело	3.2	1	22-27	Мечтать о собственном деле
745	дело	3.2	1	29-34	Заработаю денег, открою свое дело
746	дело	3.2	1	43-48	После военной службы хотел бы открыть свое дело
747	дело	3.2	3	64-69	Пятый успел бежать и, по слухам, осел в Канаде, где открыл свое дело, именно: гнал из стружки древесный спирт
748	дело	3.2	1	21-26	Я создал собственное дело: экспериментально-творческое объединение «Шоу-иллюзион Игоря Кио»
749	дело	3.2	1	37-42	Мужик он хваткий, открыл собственное дело по производству пластиковых окон
750	дело	3.2	1	22-27	Чжан Инь открыла свое дело по использованию переработанной макулатуры в Гонконге в 1985 году
751	дело	4.1	1	5-10	Суть дела
752	дело	4.1	6	14-19	Давай ближе к делу
753	дело	4.1	4	10-15	Не в этом дело
754	дело	4.1	3	10-15	В чем тут дело?
755	дело	4.1	6	79-84	Он был горд, ироничен, иногда высокомерен и всегда беспощаден в оценках, когда дело касалось стихов
756	дело	4.1	1	88-93	Игорь Нетто женился на актрисе Театра на Малой Бронной Ольге Яковлевой – впрочем, это к делу не относится
757	дело	4.1	3	8-13	Главное дело, пиджак забрала, в рубахе оставила!
758	дело	4.1	1	78-83,86-91	Но для того, чтобы получить эти деньги, нужно было ввести родственника в курс дела. А дело состояло в том, что […] в научно-исследовательской лаборатории работал Василий Васильевич Лебедев, который изобрел чудодейственные бальзамы
759	дело	4.1	6	116-121,129-134	Растущая популярность блогов вполне объяснима: у большинства людей существует потребность высказать свое мнение, по делу и не по делу
760	дело	4.2	3	12-17	Это не твое дело
761	дело	4.2	3	15-20	Решай сам, мое дело предложить
762	дело	4.2	3	71-76,104-108,117-122	Где бы Шлепа ни появлялся, его всегда били за то, что он лез не в свои дела. Шлепа считал, что не своих дел нет, все дела общие
763	дело	4.2	3	16-21	– Ну что ж… Мое дело маленькое, прикажете – выполню. Но я не отвечаю
