	context_id	word	gold_sense_id	predict_sense_id	positions	context
154	475	дежурная	2	2	0-9	Дежурная ушла куда-то внутрь, в полной уверенности, что не найдется нахала, который полезет в самолет без ее позволения
155	476	дежурная	2	2	0-9	Дежурная вышла из будки и сноровисто, двумя пальцами подцепила билет
156	477	дежурная	2	2	47-56	Войдя в Дом колхозника, он справился у старухи дежурной, вязавшей за перегородкой носок, есть ли кто-нибудь в седьмом номере
157	478	дежурный	1	1	14-23	К нам подошел дежурный по вокзалу и предложил помощь
158	479	дежурный	1	1	12-21	На перемене дежурные вытерли доску и вымыли тряпку
159	480	дежурный	1	1	26-35	Я вызвался бессрочно быть дежурным, чтобы каждую перемену проветривать класс
160	481	дежурный	1	1	23-32	Ливанов, Сухарев и я – дежурные по уборке, задержались в театре, чтобы все убрать и проветрить помещение
161	482	дежурный	1	1	29-39	В это время раздался свисток дежурного по перрону
162	483	дежурный	1	1	0-9,132-141	Дежурный сидел в типографии до рассвета. Каждый час на его столе звонил телефон – Киселев передавал поправки и уточненияКто сегодня дежурный по камере? – Новенький, что вчера привели
163	484	дежурный	2	2	7-16	Ночной дежурный
164	485	дежурный	2	2	14-23	У входа стоит дежурный
165	486	дежурный	2	2	12-21	В общежитии дежурный по ночам к телефону не подзывал
166	487	дежурный	2	2	4-13	Эй, дежурный, скорей врача, сердечный припадок у заключенного!
167	488	дежурный	2	2	98-107	Из какого бы входа Варенуха ни вошел в здание, он неизбежно должен был встретить одного из ночных дежурных
168	489	дежурный	2	2	11-21	В качестве дежурного я контролировал вход в это здание, сидя за столиком в вестибюле
169	490	дежурный	2	2	8-18	Надо бы дежурного при вещах оставить, на всякий случай
170	590	декабрист	1	1	16-28	Тайные общества декабристов
171	591	декабрист	1	1	10-22	восстание декабристов на Сенатской площади
172	592	декабрист	1	1	5-17	Жены декабристов отправлялись на каторгу за своими мужьями
173	593	декабрист	1	1	50-62	Тринадцатого июля вершилась казнь. Вешали пятерых декабристов
174	594	декабрист	1	1	62-73	Слушателем крамольного романа был и Кондрашёв-Иванов, правнук декабриста Кондрашёва, приговоренного за восстание к двадцати годам и отмеченного трогательным приездом к нему в Сибирь полюбившей его гувернантки-француженки
175	595	декабрист	1	1	0-11	Декабристы Евгений Оболенский, Михаил Бестужев-Рюмин в своих мемуарах писали о том, что приезд Трубецкой и Волконской, «этих двух высоких женщин, русских по сердцу», […] благотворно подействовал на всех сибирских узников
176	596	декабрист	1	1	56-67	В ложу «Трех добродетелей» входили такие видные будущие декабристы, как С.П. Трубецкой, Н.М. Муравьев, Ф.П. Шаховской
177	597	декабрист	2	2	42-52	Эту разновидность кактуса часто называют «декабрист»
178	598	декабрист	2	2	30-40	На подоконнике стоял цветущий декабрист
179	599	декабрист	2	2	7-17	Кактус-декабрист […], который цветет на окнах зимой, родом из тропических лесов
180	600	декабрист	2	2	61-72	И еще к нам летели огромные белые, похожие на лилии, цветы – декабристы
181	639	декрет	1	1	0-7	Декрет об утверждении Временного правительства
182	640	декрет	1	1	73-80	5 сентября 1918 года правительство легализовало террор, издав знаменитый декрет «О красном терроре»
183	641	декрет	1	1	82-91	Я этот процесс ресталинизации назвал ползучим именно потому, что она не вводилась декретом, особым решением, а постепенно, шаг за шагом обволакивала общественную жизнь
184	642	декрет	1	1	47-54	31 марта 1492 года Фердинанд и Изабелла издали декрет, которым все евреи мужского и женского пола обязывались покинуть Испанию до 31 июля того же года
185	643	декрет	1	1	40-48	Рабочий день – восемь часов (это еще по Декрету о труде от 29 октября 1917 года)
186	644	декрет	1	1	0-9	Декретом от 22 февраля 1924 года Наркомфину предлагалось обеспечить чеканку серебряной монеты к январю 1925 года на сумму в 100 млн рублей
187	645	декрет	2	2	30-37	Учительница математики ушла в декрет
188	646	декрет	2	2	38-46	Она в марте родила и уже вернулась из декрета
189	647	декрет	2	2	78-85	Зато Борис Балашов […] отыскал скромную ставку в киножурнале – отправлялась в декрет беременная сотрудница
190	648	декрет	2	2	24-32,34-41	Как замуж вышла, так из декрета в декрет, и с утра до вечера готовлю, стираю, глажу, прибираю, за Олей и Андрюшей смотрю
191	649	декрет	2	2	64-71	Пропущен этот срок – она, как любая советская женщина, уходит в декрет, рожает, а когда малыш окрепнет, их обоих все-таки возвращают домой
192	650	декрет	2	2	24-31	Женщина не может уйти в декрет из-за боязни потерять работу, – докладывала госпожа Лахова
193	701	дело	1.1	1.1	14-19	У меня к тебе дело
194	702	дело	1.1	1.1	24-29,40-45	У тебя сегодня в городе дела есть? Твое дело решилось, договор будет продлен
195	703	дело	1.1	1.1	29-36,130-134	С пяти утра хозяин занимался делами. Чинил забор, копался в огородеВставай, – говорил он печально и сурово, – у нас сегодня много дел
196	704	дело	1.1	1.1	21-25	Работа, да и по дому дел невпроворот: купи, приготовь, выстирай
197	705	дело	1.1	1.1	36-42	Найти овес на нашем дворе оказалось делом нелегким
198	706	дело	1.1	1.1	32-37	Я не о том, Ромаша. Я к тебе по делу. Ты мне можешь помочь?
199	707	дело	1.1	1.1	66-71	Он бы и поехал в Париж, да понятия не имел, с какого конца за это дело взяться
200	708	дело	1.2	1.2	7-12	Доброе дело
201	709	дело	1.2	1.2		полезное
202	710	дело	1.2	1.2	19-24	Сделал свое черное дело
203	711	дело	1.2	1.2	28-33	О господи, как совершенны / Дела твои, – думал больной
204	712	дело	1.2	1.2	4-10	Кто делом, кто словом, кто мыслью – а все виноваты
205	713	дело	1.2	1.2	58-63	О, если бы эта энергия и эти силы направлялись на великие дела!
206	714	дело	1.2	1.2	75-80	– Рост, – сказала Вита, когда они подошли к стоянке такси. – Сделай доброе дело, а? Устрой к себе Юрку на работу
207	715	дело	1.2	1.2	65-70	К этому ли вы стремились? Если да – о, тогда вы сделали страшное дело
208	716	дело	1.2	1.2	57-62	На острове провели расчистку лесополосы, сделали хорошее дело
209	717	дело	2.1	2.1	8-13	Человек дела
210	718	дело	2.1	2.1	0-5	Делу время, потехе час
211	719	дело	2.1	2.1	0-5	Дело мастера боится
212	720	дело	2.1	2.1	7-12	Больше дела, меньше слов
213	721	дело	2.1	2.1	54-59	Мыслить, мечтать можем в Германии, Франции, Италии, а дело делать единственно в России
214	722	дело	2.1	2.1	54-59	Я окончил юридический факультет и год проболтался без дела
215	723	дело	2.1	2.1	40-45	Формовщик отливает ее в гипсе. Потом за дело берутся камнерезы
216	724	дело	2.1	2.1	100-105	Жизнь была полна до краев, энергии у молодого батюшки было хоть отбавляй, и каждая минута дня шла в дело
217	725	дело	2.1	2.1	150-156,179-184	Разве рисовать картинки – это работа? Он и сам это любил, и Бемби частенько рисовала что-то, закрываясь рукой, но никто не считал, что они занимаются делом. Вот уроки учить – это дело
218	726	дело	2.2	2.2	24-28	Министерство внутренних дел
219	727	дело	2.2	2.2	11-18	управление делами
220	728	дело	2.2	2.2	21-25	Коллегия иностранных дел занимала часть Главного штаба
221	729	дело	2.2	2.2	76-82	Направляю Вам копию своего письма председателю Государственного комитета по делам издательств, полиграфии и книжной торговли Совета Министров СССР
222	730	дело	2.2	2.2	30-36	Требовал портфель министра по делам искусств. Они говорят: нет такого министерства
223	731	дело	2.2	2.2	35-41	Поможете пробить стены Комитета по делам изобретений, будете соавтором
224	732	дело	2.3	2.3	9-14	Успехи в деле просвещения
225	733	дело	2.3	2.3	5-10	Наше дело правое
226	734	дело	2.3	2.3	12-17	К борьбе за дело Коммунистической партии будь готов!
227	735	дело	2.3	2.3	12-17	Мы стоим за дело мира, мы готовимся к войне!
228	736	дело	2.3	2.3	25-30	Да, я всецело принадлежу делу великой борьбы за освобождение рабочего класса
229	737	дело	3.1	3.1	8-13	Военное дело
230	738	дело	3.1	3.1	8-12	часовых дел мастер
231	739	дело	3.1	3.1	94-100	Сначала мой дед ремонтировал часы и всякую хозяйственную утварь. Потом занимался типографским делом
232	740	дело	3.1	3.1	20-25	Он знал переплетное дело и любил переплетать книги
233	741	дело	3.1	3.1	22-27	Но уже тогда сапожное дело у нас развивалось не просто как починка обуви, к тому времени в городе уже был кожевенный завод
234	742	дело	3.1	3.1	77-82	Ее учителем был первый муж, Антон Иванович Флотов, великий мастер чертежного дела, даже можно было сказать, искусства
235	743	дело	3.1	3.1	132-138	С полицией надо дружить, так, во всяком случае, учили его дед и отец, которые сами всю жизнь занимались огранкой камней и ювелирным делом
236	744	дело	3.2	3.2	22-27	Мечтать о собственном деле
237	745	дело	3.2	3.2	29-34	Заработаю денег, открою свое дело
238	746	дело	3.2	3.2	43-48	После военной службы хотел бы открыть свое дело
239	747	дело	3.2	3.2	64-69	Пятый успел бежать и, по слухам, осел в Канаде, где открыл свое дело, именно: гнал из стружки древесный спирт
240	748	дело	3.2	3.2	21-26	Я создал собственное дело: экспериментально-творческое объединение «Шоу-иллюзион Игоря Кио»
241	749	дело	3.2	3.2	37-42	Мужик он хваткий, открыл собственное дело по производству пластиковых окон
242	750	дело	3.2	3.2	22-27	Чжан Инь открыла свое дело по использованию переработанной макулатуры в Гонконге в 1985 году
243	751	дело	4.1	4.1	5-10	Суть дела
244	752	дело	4.1	4.1	14-19	Давай ближе к делу
245	753	дело	4.1	4.1	10-15	Не в этом дело
246	754	дело	4.1	4.1	10-15	В чем тут дело?
247	755	дело	4.1	4.1	79-84	Он был горд, ироничен, иногда высокомерен и всегда беспощаден в оценках, когда дело касалось стихов
248	756	дело	4.1	4.1	88-93	Игорь Нетто женился на актрисе Театра на Малой Бронной Ольге Яковлевой – впрочем, это к делу не относится
249	757	дело	4.1	4.1	8-13	Главное дело, пиджак забрала, в рубахе оставила!
250	758	дело	4.1	4.1	78-83,86-91	Но для того, чтобы получить эти деньги, нужно было ввести родственника в курс дела. А дело состояло в том, что […] в научно-исследовательской лаборатории работал Василий Васильевич Лебедев, который изобрел чудодейственные бальзамы
