context_id	word	gold_sense_id	predict_sense_id	positions	context
49	балка	1		81-88	можно остановиться как в классическом номере, так и в «эстонском», с деревянными балками, сводчатыми потолками, плетеными ковриками и проч. Сервис этого отеля уже опробовали на
50	балка	1		84-89	плед и вздрагивала при всякой молнии, освещавшей небо, при всяком треске валившихся балок. По всей деревне господствовало величайшее смятение: рыдание, стоны, крики нескольких десятков голосов
51	балка	1		108-113	математических моделей. Например, в кораблестроении трёхмерный корпус судна рассматривают в виде одномерной балки, для которой уже давно существуют методики расчёта. В случае с ОБПС эти
52	балка	1		95-100	автотранспорта по мосту: дают возможность грузовикам быстро отвозить поднятые из воды бетонные балки. С моста хорошо видно, как широко разлилась река. Кажется, что маленькие дома
53	балка	1		80-85	, ЗПУ и пулемета стрелять по фюзеляжу гораздо сподручнее, чем в узкую хвостовую балку. По опыту афганской войны, войн в Анголе, Конго, на Ближнем Востоке из
54	балка	1		88-93	одно здание – полуразрушенный погреб-ледник. Из-за таяния снега и грунтовых вод несущие балки исторического сооружения серьезно повредились. Когда компания-застройщик ООО «Лес-Форум» начала возводить
55	балка	1		18-23,59-64,82-87,110-115	и к первому концу балки E 2 ; * AddBeamE 2 E 1 -- Добавить балку ко второму концу балки E 1 и к первому концу балки E
56	балка	1		79-84,139-144	опытный, как другие, чуть-чуть взял руля не туда, заднее колесо заскользило по балке, и грузовик провалился, повиснув карданом на одной из балок и, по счастью,
57	балка	1		79-84	Whelen HHS 2200, 50 динамиков-громкоговорителей той же фирмы и 25 светодиодных балок(оснащение не менее 16 светомодулей). Мигалки далеко не простые. К примеру, они
58	балка	1		82-87	угла в угол косо протянута труба. Нары завалены пальто и телогрейками. Прогнившие балки оклеены цветными фотографиями из журналов. На тумбочках громоздится немытая посуда. Мы скинули
59	балка	1		122-128	размещения небольшой спортивной сумки. Пространство багажного отделения несколько ограничено расположенной поперек кузова балкой жесткости. Однако его вполне хватит для повседневной жизни, не связанной с перевозкой
60	балка	1		84-89	стоит смерти и предательства!» -- воскликнул Ян. Он метнул нож, который воткнулся в балку за спиной отца: «Ты хотел этой смерти? Ответь. Но прежде хорошенько подумай»
61	балка	1		71-76	подошли к нашему причалу. Я вытащил цепь и, обмотав ее вокруг железной балки, повесил замок. Проверив, хорошо ли он закрыт, я аккуратно положил ключ в
62	балка	1		75-82	комнату. Что это была за комната! Крошечные окна, низкий, кривой потолок с балками внутрь, известковые стены, синие от сырости, узенькая железная кровать и стол с
63	балка	1		87-92	собралось очень много. Весной текущего года было обращено внимание на плохое состояние балок на колокольне Ивана Великого, на которых висят колокола, в так называемой Филаретовой
64	балка	1		97-103	изображением. И я увидела мужа, лежащего среди какого-то хлама, придавленного тяжелой деревянной балкой. Он постанывал и слабо шевелил ладонями.
65	балка	1		109-114,135-140	и опыте внедрения системы каркасного строительства выступил директор БелНИИСа -- Александр Иванович Мордич. --Балка, она и в Африке -- балка железобетонная, -- начал свое выступление с шутки Александр
66	балка	1		73-79	. Со стен свисали пучки трав, связки лука, перца и чеснока. К потолочным балкам подвешены были чучела странных зверей, из которых Жихарь мог узнать (и то
67	балка	1		83-88	100% по сравнению с предыдущей моделью. В задней части автомобиля были установлены балки большего объема для защиты салона. Две подушки безопасности наполняются в два этапа,
68	балка	1		100-105	промежутка шириной 18 см. измельченным шлаком. Перекрытие горизонтальное. Оно состоит из деревянных балок... По ним доска толщиной два дюйма, подготовка из тощего бетона с приданием
69	балка	1		122-127	-параметрическая оптимизация ; * решением является балочная конструкция ; * необходима минимизация весов рёбер ( или масс балок);
70	балка	1		88-93	пламени при 100 градусах. Есть обувь с невминаемыми носками. Упала, допустим, пожарному балка на ногу, нога осталась целой. И шлем теперь напоминает персональный компьютер - оснащен
71	балка	1		80-85	и годовалая девочка висели рядком, веревки были привязаны к специально вбитым в балку крюкам. Только девочка, видимо, из-за малого веса, была еще жива. Врачи потом
72	балка	1		97-102	есть несколько признаков, на которые стоит обратить особое внимание. Срубленная винтом хвостовая балка говорит о том, что машина попала в сверхэкстремальную ситуацию, двигатели и винты
73	балка	1		89-94	запущенным. Он не нашел возможным прикрепить к потолку дуговые лампы вследствие ветхости балок. Дессей полагает, что теперь приток свежего воздуха ускорил процесс гниения. *** Бухарест, 3
74	балка	1		72-77	туеске -- крупную, как битое стекло, соль. А у потолка, в привязанном к балке мешочке, оказалась окаменевшая мука, спрятанная от мышей. Но это потом, потом… А
75	балка	1		93-98	юбилейном, 30-м саммите Россия-ЕС. Рождественские базары, многоярусная елка из металлических балок(по словам местных жителей, «толерантная уступка мусульманам»), стайки отдыхающих школяров и моросящий
76	балка	1		82-87	дерево. Оно повсюду: пол - из массива тика. Под потолком - квадраты из деревянных балок. Диван, кресла и стулья красного дерева. Большой обеденный стол из модного сейчас
77	балка	1		104-109	огромном полутемном зале. Высокие кирпичные арки. Контрфорсы. Мощные, почерневшие от времени деревянные балки. Золотистая пыль в узком оранжевом солнечном луче. -- Эффектно! -- говорю я. -- Похоже
78	балка	1		88-93	влажной земле. Больше терпеть было невозможно: дьякон закричал и, прыгая через какие-то балки, печи, кирпичи, кинулся сквозь перелыгинский дом. Слышно было, как сзади падал и
79	балка	1		91-96	(«exit'а» -- точки, откуда делают прыжок) бэйсерам выделили две отметки. Первая -- длинная балка на высоте 365 метров, которая выступает над рестораном «Седьмое небо». Она похожа
80	балка	1		100-105	института. Еще будучи студентом, принимал активное участие в расчетах армированных конструкций опор,балок и плит. В 1932 году спроектировал вокзал в Новосибирске. В 1930-е
81	балка	1		91-96	, что уши кролика связывали крепкой веревкой. Второй конец этой веревки перекидывали через балку под потолком, кролика слегка подтягивали и, вручив ему второй конец веревки, отпускали.
82	балка	2		79-84	не страшно. Теперь все -- сказка. Баба-Яга в горах... Волчье логово В Глубокую балку пойти -- за топливом?.. Там стены -- глубокой чашей, небо там -- сине-сине. Кусты
83	балка	2		82-87	на обозной повозке, я приближался к своей батарее, расположенной где-то в степной балке. Вокруг ни одного деревца. Ровная сухая степь, милая моему сердцу. Вдруг послышался
84	балка	2		78-83	желтую, в кровяных узорах дубленку белокурого. До вечера за бугром в терновой балке погромыхивали выстрелы. В станице побитой собакой, приниженно лежала тишина. Уже заголубели сумерки,
85	балка	2		79-84	2003 году часть асбестовых отходов была вывезена на полигон ТБО в Первомайской балке. По некоторым данным основной объем асбеста до сих пор хранится на Северной
86	балка	2		79-84	поля: земля черная молча лежала. Дули ветры по межам, по невидимому кустарнику балок, по щебнистым пустырям там, где раньше были хутора, скошенные снарядами по дорогам,
87	балка	2		83-89,129-134	цепи по направлению выстрелов. Цепь стояла на опушке леса перед спускающейся голой балкой. Ветер тянул на лес, и не только спуск балки, но и та
88	балка	2		84-89	под индивидуальное строительство. «У меня перед вами долг. Нужно решить по «Золотой балке» вопрос землеотвода. Я сам это предложил и буду отстаивать. Это совершенно в
89	балка	2		75-80	сошелся, до сих пор на Руси предостаточно и ведьминых владений - яров, рощ,балок, хребтов... Шайтаны, дьяволы, злые духи и другие, местные представители той же нечистой
90	балка	2		54-59	через два часа в Ялте, а теперь я через два часа... в балке, если не добыл пропуска! А если я добуду пропуск, я очень чего-то
91	балка	2		100-105	фарватер бухты постепенно заиливается. Регулярный отвал крупных фракций щебня в районе Васильевской балки в декабре прошлого года привел к мощному оползню – под грудой камней оказался
92	балка	2		45-50,84-89	естественных участка. Ближайший тыл позиции, балка Мокрая Мечетка с лежащими на дне балки селами Городище и Уваровка, давал надежное укрытие от огня, но не был
93	балка	2		65-70	пасеке. -- Да есть ли еще пасека? -- усомнился он, уже подходя к балке. Но пасека была. И душистое сено было, лежало копною. И, как всегда,
94	балка	2		79-84	межевых столба весною этого года перенесены в Калиновом Углу по обеим сторонам балки? Твои честные колхозники перенесли их, спрямили линию границы и оттяпали у нас
95	балка	2		71-76	гск румын, 5, 6 и 8 кавбригад румын продолжал контратаки в направлении Балки, Нв. Успеновка и Елизаветовка. Попытка противника силою до пп перейти в контратаку
96	балка	2		87-92	числом отношение пройденного пути к остающемуся. Но вот коляска выбралась из последней балки и наконец взъехала на почтовый большак, по которому до города оставалось не
97	балка	2		99-104,116-121	, продолжая удерживать Павлоград. Штаб группы -- Павлоград. 15 сд занимала рубеж обороны Цыгановка,балка Московска, балка Вошивая, (иск.) Троицкое. 136 сд оборонялась на прежнем рубеже. 261
98	балка	2		69-74	и грибами. Этого в лесу вдоволь. Пять дней Татьяна Мирных ночевала в балке и ждала помощи. Она оказалась очень находчивой: обложила сухое дерево ветками, чтобы
99	балка	2		78-83	быть сам Шамиль. Партия спустилась под гору и показалась на вершине ближайшей балки справа и стала спускаться вниз. Маленький генерал в теплом черном сюртуке и
100	балка	2		61-66	в машину, хозяйка убежала в дом, а немцы, свернув на съезд в балку, поехали в жандармерию. Ребята перетаскали мешки в клуб и спрятали в подвал.
101	балка	2		85-90	наклонов поверхности склона и края динамической мульды; 2) при подработке оврага или балки в направлении перпендикулярном тальвегу, следует выбирать направление движения забоя в плане таким
102	балка	2		92-98	, потревоженного нашим ранним бегом, и видом длинных голубых теней, теряющихся в неглубоких балках. К обеду, разгоряченные и уставшие, мы забились в Левушкин домик, топили печь
103	балка	2		85-90	мимо земляных подвалов, где хранился керосин, к конторе, стоявшей подальше, у самой «балки», на спуске к берегу. Солнце пекло. Он был весь одет в парусину;
104	балка	2		79-84	была каждая минута. Грозила степная весенняя распутица; в каждом ярке и каждой балке-- шумные потоки снеговой воды. Черная оголенная дорога резала лошадей. По заморозку-утреннику
105	балка	2		77-82	глубока, что, отбежав триста-четыреста шагов, девушки не могли уже видеть ни балки, ни реки, ни леса -- степь поглотила все.
106	балка	2		70-75	Выскакиваю чуть вверх по склону, выглядываю из воронки и вижу: по дну балки к пещере идет вода. С утробным рокотом по камням, сгребая по пути
107	балка	2		72-77	зная для чего полез в карман за кисетом. Петька стремительно скатился в балку, Григорий за ним. Странно путаются непослушные ноги, бег черепаший, а сердце колется
108	балка	2		72-77	затяжной весне. - Снег таял постепенно и уходил не по замерзшей земле в балки, а в почву, - пояснили специалисты. - В результате к апрелю мы пришли к
109	балка	2		79-84,149-154	не смогли растащить завал. Напомним: две недели назад, кроме того, в верховьях балки произошел пожар, сгорели гектары можжевельника и фисташки. Саму балку, пишет газета, заваливают
110	балка	2		71-76	. -- И капканы на него ставили . И машину подломали , вверх торманом в балку летел . Спасибо , Бог спас . И поджигали ... -- Вас ? -- А кого
111	балка	2		78-83	», к юго-западу от бывшего имения «Грезы» в зарослях кустарника и деревьев, в балке, немецкие палачи устроили два колодца смерти... Согласно данным гидрогеологических изысканий и свидетельских
112	балка	2		78-83	и почуял усталость. Позади лежала бессонная ночь, просило тело покоя. В устье балки, чуть поднявшись на взгорок, в тени Тимофей лег отдохнуть. И заснул. Проснулся
113	балка	2		74-79	, ныряли, казалось, над краем света. Вблизи же, перед высотой и по скатам балок, медленным широким полукольцом танки все теснее охватывали берег. Слева моста не было
114	балка	2		92-99	кухня, сараи, соседние дома. Вставало зарево, освещая склоны холмов, изрезанные падинами да балками. В неверном свете они казались бездонными. Хутор горел. На другой день Тимофей
115	балка	2		75-81	За высотой, на южном берегу реки, левее станицы, на том пространстве перед балкой, вчера отрезанном немцами, где недавно ожили несколько орудий, несколько противотанковых ружей и
116	балка	2		72-78	?! Свои соки!.. Вылизывала из камня. Всю ночь всей семьею искали они по балкам, по лесным чащам.
117	балка	2		90-96	на ОП в противотанковой и противопехотной готовности. Не допускать скопления артиллерии в балках, ущельях, на переправах, являясь мишенью для мелких групп танков и автоматчиков благодаря
118	балка	2		67-72	кожей, что ли. -- Потом Некульев и Арина шли в степь, спускались в балку, где наверху склоняли головы солнц подсолнухов, а внизу пересвистывались и замирали неподвижно,
119	балка	2		82-87	. Наконец полицейского не стало видно: за домом Шевцовых начинался крутой спуск к балке. Только вспышки рассеянного отраженного света вдали говорили о том, что «полицай» по-прежнему
120	вид	1		87-91	смешения с Raffaello. Однако судебный спор «Ландрина» с Роспатентом по охране внешнего вида Raffaello продолжается. Группа Ferrero открыла московское представительство в 1995 году, а свою
121	вид	1		92-95	дизельным двигателем и другими современными механизмами, не оставили без внимания и внешний вид. Как лучше украсить грузовой автомобиль, не нарушая технической целесообразности? Решили поставить на
122	вид	1		78-81	углубляются немцы в нашу страну, тем опаснее становится ихх положение. Я имел вид ученика, державшего трудный экзамен перед ареопагом строгих профессоров. Только добродушный толстяк Жоффр
123	вид	1		96-99	- Остафьев отвечал с расстановкой, тоже, как и господин Голядкин, наблюдая немного таинственный вид, подергивая немного бровями, смотря в землю, стараясь попасть в надлежащий тон и,
124	вид	1		100-103	из методов определения координат этой точки. Параметрическое уравнение прямой линии имеет следующий вид: <formula>, где X, Y, Z -- координаты точки на прямой; K i -- коэффициент
125	вид	1		81-84	это время множество сильных и новых ощущений. Природа Кавказа и Азиатской Турции;вид убитых и раненых; затруднения и усталость походной жизни; возможность опасности, которую Пушкин
126	вид	1		100-103	появится напоминание родителям следить за играющими детьми. Само оборудование площадок изменит свой вид. Боковые опоры качелей снабдят дополнительными конструкциями, чтобы дети не засовывали туда голову
127	вид	1		65-70	Маринетти. Маринетти явился ко мне с газетой н руках и с грозным видом. Он спрашивал:
128	вид	1		108-112	Артюшка, вдохновляясь собственной фантазией, вызванной желанием представить жизнь арапчонка в самом ужасном виде. -- Не разбирал, анафема, что перед им безответный мальчонка, хоть и негра... У
129	вид	1		99-103	дома. Его фигурке типичного французского буржуа с козлиной бородкой это переодевание воинственного вида не придавало, но зато пришлось по вкусу французским солдатам: народ они опасный
130	вид	1		95-99	, сложившихся обстоятельств. Как я теперь буду оправдываться перед Коляном за потерю товарного вида машины, за унизительную пробежку в тапочках, за все наши наивные приготовления? Его «
131	вид	1		79-84	хозяйственных построек в поселении не только веселили глаз, но и радовали душу видом обихоженного человеческого жилья. И ещё несколько забытых понятий и названий Матица, матница,
132	вид	1		66-69	от мышей они со всех сторон были обрезаны косою, что придавало им вид особенной правильности. Рядом со скирдами виднелся стожок сена, тщательно покрытый соломой и
133	вид	1		91-94	РАЦИОНАЛЬНАЯ ПСИХОТЕРАПИЯ Первое, что бросается в глаза при входе в корпус, — «гражданский»вид Вагнера. Вместо спортивного костюма на бразильце – джинсы и куртка. Судя по всему,
134	вид	1		82-85	в изнеможении откинулась на спинку дивана. Силы, казалось, оставили ее; она имела вид восковой фигуры, с полузакрытыми, потухшими глазами. Само собою разумеется, что эта дама
135	вид	1		89-92	, неопределенного цвета пиджак, натянутая на брови кепка... И, как бы дополняя нелюдимый вид, из-под полы пиджака выглядывает финка в кожаных ножнах. Финка для Дубинина не
136	вид	1		92-96	безошибочно можно было заключить не столько по нарядному платью, сколько по величественному виду и осанке, и, подойдя к бричке, спросил: «Кто здесь?» -- «Дозволь прежде сойти
