context_id	word	gold_sense_id	predict_sense_id	positions	context
31	замок	1		83-87	она хоть понимает, что делает? Кому она нужна -- нищая наследница полуразрушенного замка, в котором всех богатств -- летучие мыши да пыльные гобелены?
32	замок	1		86-91	крестьяне приняли присягу королю Стаху, и он неожиданным ударом овладел самым сильным замком в уезде. Ожидали только Яраша Штамета с хлопцами, и поскольку войско было сильным
33	замок	1		83-87	бойни восхищало их! Бах свернул в боковую улицу. Мрачный, пробный приближался он к замку дрезденского князя. Придворные называли князя затейником: он любил стравливать
34	замок	1		80-84	сильная средневековая крепость уступила место пышному красивому елизаветинскому замку» (Дж. Грин). Англию покрыли здания, в которых мысль о защите оставлена ради мысли
35	замок	1		83-87	что это было крупное поселение, в центре которого находился укрепленный феодальный замок боярина Кучки. Само поселение называлось по имени владельца - Кучково. Но поселение
36	замок	1		82-86	должна себе в убыток выполнять жизнеобеспечивающие функции для другой ('Последний замок' Дж. Вэнса); грызнёй за ресурсы, в том числе жизненное пространство (люди и дуотты
37	замок	1		85-89	женщины. Напротив задрапированного шпалерами широкого оконного проема стоял человек. Замок Критьен отделяла от внешнего мира изрядная полоса дремучего, почти не насе-ленного
38	замок	1		80-84	железная жизни подруга, тем дороже. Во-вторых, дополнительные возьмут деньги за замки более сложной конфигурации – с штырями и задвижками. Каждая «дверная» фирма предлагает
39	замок	1		43-47	Садлея, главного реставратора Королевского замка в Варшаве (Польша), начались реставрационные работы по колористике главного алтаря
40	замок	1		80-85	портал Shadow World под администрированием Хлогеона (ni-form) сливается с Белым Замком, становясь его частью. Материалы и пользователи уже у нас. Текстовая игра будет
41	замок	1		85-89	города, то вероятно, мы обнаружим очень много новых ходов. И сейчас в Ичери Шехер, в замке Ширваншахов, в его Диванхана есть зарешенные входы в подземелье. Примерно такой
42	замок	1		81-85	существовал под знаком высшей целостности. Три имама подошли к верховным воротам замка и остановились.
43	замок	1		82-86	осматривали средневековый замок, и очутились в visual certexam suite crack том же замке, только во времена средневековья.
44	замок	1		53-57	сооружения недалеко от него, а также замки поменьше. замку, Вы сможете лицезреть сохранившуюся обстановку. Вам удастся побывать в пивоварне
45	замок	1		81-85	руку. Колт круто обернулся и удивленно уставился на нее. Завтра язык я вернусь в замок вместе 2010 тобой и представителем местных властей и заберу половину своего золота
46	замок	1		80-85	даже согласиться на позволение присягнуть в верности Полякам старост Подольских замков 378-380 Кончина Олесницкого, сделавшегося из комнатного Ягайлова служителя кардиналом
47	корона	1		86-91	которой выпрыгивают 12 шпрот . Надпись на памятнике гласит: 'Шпроты – это жемчужина в короне рыбной промышленности', поэтому одна из рыбок увенчана короной. Именно к ней и
48	корона	2		45-50	Нормандские острова стали частью Нормандской короны. В 1066 герцог Нормандский разместил свою армию в Сассексе и стал королём Вильгельмом
49	корона	1		82-87	он наряжался в пестрые шелка, расшитые золотыми цветами, носил накладные волосы и короны изысканных фасонов со множеством драгоценных камней и жемчуга, его мощная шея была
50	корона	1		82-87	золотом щите, коронованный двумя коронами, над которыми находится третья такая же корона в большем виде; государственный орел держит золотые скипетр и державу; на груди
51	корона	2		90-95	ненавидевшему свою национальность и Родину, отобрать у России (в то время СССР) шахматную корону.
52	корона	1		82-89	алтарем, дароносицы, распятия, подсвечники, пирамиды в виде колоколов, увенчанные коронами (символами вечной жизни и победы над смертью) и даже подпись автора на стене, сделано
53	корона	1		84-90	после свадьбы женщина переплетала девичью косу на две и укладывала их вокруг головы короной. Отныне она должна была носить платок, чтобы мужчины не могли видеть ее волос.
54	корона	1		81-86	огня на земле. Над гербом центрированного на себе главного светила — королевская корона (символизирующая крону солнца).
55	корона	1		85-90	людей, связанных с НП СРО «Гильдия Строителей Урала», ничуть не меньше была достойна короны победительницы и другая участница конкурса — офис-менеджер нашего партнерства Светлана
56	корона	1		89-94	Талантище!Я хотела одного,выглядеть как королева!А какая королева без короны?А где взять корону?А как ее можно сделать?И т.д.На все эти и многие другие вопросы мне помогла ответить
57	корона	2		80-85	индуса Абу, Серёжа стал вторым! И это в 40 лет! Единственная преграда к мировой короне для него сейчас - Станашек. Однако Сергей ни на шутку взялся за тренировки. 542.5
58	корона	1		71-76	заниматься альтруистической деятельностью. Корректируйте свою природу. корона, огненный меч или змей.
59	корона	1		85-90	избавиться от Горя-несчастья и предлагает солдату Ивану купить перстень, шпагу, даже корону, но обязательно Горе-злосчастье в придачу. Тот соглашается только на табакерку
60	корона	2		80-86	котором покоится право на данную недвижимость, является концессия, соизволенная короной; акты о приобретении собственности осложняются новыми и новыми документами, по
61	корона	1		84-89	подумала о скачать бесплатно игру naruto shippuuden , что shippuuden naruto получит корону Англии, то вспомнила Софию Шарлотту и поняла, насколько она отличается от своей
62	корона	1		81-86	0 верных сынов Тихого Дона, Кубани, Терека и других Казачьих Войск – «жемчужин в короне Российской Империи» – до 30 000 штыков и сабель числились в составе XV Казачьего
63	корона	1		81-86	денежные призы – по 10 тысяч рублей, а головы победителей украсили символические короны. Праздничный концерт завершился салютом, расцветившим небо Дальнегорска красивейшими
64	корона	1		88-93	победительнице начальник управления здравоохранения и курортов ОГА Лидия Диденко надела корону. За победу Виктория Возбранюк была награждена туром по семи странам Европы, за
65	корона	2		83-88	они примут ее то она покажет им остров где находится богатство легендарной Золотой Короны. Думая, что они получат новое сокровище, команда согласилась, но все оказалось
66	корона	1		80-86	как чисто пропагандистскую конструкцию — можно было бы оторвать голову вместе с короной. Потому что в России не может и не должно быть двух и более царей одновременно.
67	корона	1		80-86	стенчатой короной и окружен дубовыми листьями, соединенными голубой лентой. Над короной вензель Петра I Великого.
68	корона	1		83-88	что императрица вместе с армией к нам с Москву переместилась. Друзья нашу получили корону и побежали закладывать ее.
69	корона	1		62-67	Мы домой поспешили И сплели, как решили, Золотую корону себе! корона хороша – В ней осеняя душа. Осень, видно, здесь недавно Тихой поступью прошла.
70	корона	1		80-85	встретите в замках. К таким королевским символам относятся Кубок, Брошь, Герб и Корона. В одной из усыпальниц замка Avalon есть потайная комната. Открыв её выигрышной
71	корона	2		81-86	потому похудеть я исполнил наложенный ее отцом на меня долг, добыл Сильмарилл из короны Моргота.
72	корона	2		81-86	'. Но стрельцы, настроенные возмутителями, закричали: 'Пусть молодой царь отдаст корону старшему брату! Выдайте нам всех изменников! Выдайте Нарышкиных; мы весь их корень
73	корона	2		80-85	Эспаньола. С конца XVII века его западная часть перешла во владение французской короны. Безжалостно истребляя коренных жителей – индейцев-карибов, туда в трюмах кораблей
74	корона	2		83-88	германские императоры этим брачным союзом узаконили свои притязания на норманнскую корону 22 .
75	корона	1		87-92	накладная икона Пресвятой Богородицы «Благодатное Небо», овальной формы. Икону венчает корона, под иконой изображен щит с гербом. В верхней левой части задней крышки накладная
76	корона	1		84-89	получили призы-это победа в различных номинациях и спонсорские подарки. Хрустальные короны украсили головы 6 юных гимнасток. Организаторы подарили всем замечательный незабываемый
77	корона	1		86-91	Никому не сказала жена падишаха об исчезновении мужа. Облачившись в его одежды, надев корону, стала она вместо него править страной. По прошествии двух месяцев со дня отъезда
78	корона	2		82-87	неаполитанского короля* Людовик I добился в 1370 г. при поддержке шляхты польской короны, а с помощью папы и в результате военных действий превратил ряд итальянских государств
79	корона	1		41-46	точки зрения общей геральдической теории корона - абсолютно нормальный гербовый атрибут, второстепенный (по сравнению со щитом)
80	корона	2		86-91	Доходы и убытки Вы еще не забыли, какова наша цель? Да, конечно, послужить английской короне, но это не главная. А главная какая? Несомненно ? обогащение! Иначе говоря, ваши
81	корона	1		42-47	Возложение понтификом Иоанном XII (?–964) короны римского императора на германского короля Оттона I Великого (912–973) ознаменовало
82	корона	1		85-90	Кримхильда удержала своих людей опять: 'Я подождать немного приказываю вам. Сперва в короне выйду я сама к моим врагам. Вы все должны услышать, в чем грешен предо мной Владетель
83	корона	2		84-89	Псков о тайном разведывании, что происходит в Швеции относительно сношений шведской короны с Польшею и другими государствами.
84	корона	1		91-96	геральдических корон. 16 - дворянская корона. 17 - корона самостоятельного правителя. 18 - корона графа. 19 - княжеская шапка. 20 - княжеская шапка. 21 - герцогская корона. 22 -
85	корона	1		55-60	остальным рекомендую не забывать мыть руки перед едой! корону увезла конкурсантка из Казани
86	корона	1		81-87	его владельца, последний полностью не воспользовался: он изъял из клише картуш с короной и инициалы и добавил наборным шрифтом подпись «Из книг В.К. Лукомского». Реакцию
87	корона	1		82-87	Интересно, будет ли выход Абрамяна столь пофосен, как обычно происходит в Европе? Корона, скипетр или постесняются? :)
88	корона	1		83-88	мне, я все равно не могу лицезреть Твои святые лотосные стопы? – Их застят золотые короны, усыпанные драгоценными камнями, принадлежащие множеству небожителей, в волнении
89	корона	1		83-88	погребальный саван, и обряжают в восемь облаков славы. На голову ему водружают две короны, одна из драгоценных камней и жемчуга, вторая из золота. В руку вкладывают восемь
90	корона	2		45-50	новая организация Ставки: Дитерихс в тройной короне своих должностей с тремя помощниками Андогским, Бурлиным и мною, причем опять заявлено
91	корона	2		85-90	условия, вписанные английским королем. 1. Английский король откажется от французской короны. Король согласен при условии, что будет добавлено: это не относится к тому, что
92	корона	1		80-86	скрещённые пушки, ядра, знамёна; правая сторона – одноглавый имперский орёл под короной; рыцарский доспех, щит, мечи, секиры в обрамлении дубовых листьев; пушка, барабан
93	корона	2		95-100	взаимоотношений России и Польши в XIX в. выглядит следующим образом. Приняв в 1815 г. польскую корону, Александр I даровал полякам конституцию, по которой они получали свой парламент
94	корона	1		81-87	гербом Словакии, которая длительное время входила в состав Венгрии). Щит увенчан короной святого Стефана.
95	корона	2		81-86	скрывающихся в лесах Рогирры. Вина с них будет снята, если они встанут на защиту короны. Что еще?
96	корона	2		90-95	расположенная южнее девятая армия. Ей противостояла Седьмая армия Фланцер-Балтина (верные короне венгры и хорваты), считавшаяся едва ли не лучшей в австрийской армии. Командующий
97	корона	1		84-89	войне за испанское наследство. В 1701 г. возложил на себя в Кенигсберге королевскую корону. Был расточителен, любил великолепие, основал университет в Галле, академии наук
98	корона	2		87-92	четырехцилиндровыми четырехтакными двигателями почти десять лет штурмовали чемпионскую корону в классах 250 и 350 см 3 , но лишь после ухода японских фирм, в 1969 году, австралиец
99	корона	2		43-48	за превосходство среди эльфийских подрас . Короны, вероятно, столкнутся с сильным сопротивлением, если все в группе будут не- эльфами
100	корона	2		80-85	капли сомнения в праве самым жестким образом упрекать Янину. - Как может гостья короны позволить себе так поздно ночью присутствовать на зрелище? Как смеет гостья короны
101	корона	1		80-85	трех трупах. Над могилой возвышаются три оживших скелета. Тот, что в центре,— в короне и королевской мантии. По бокам — два его сподвижника. Один, вооруженный луком и
102	корона	1		82-86	весь Париж переезжал с квартиры на квартиру. Лавчонки старьевщиков уже не вмещали корон, митр, позолоченных деревянных скипетров и геральдических лилий -- всякого старья
103	корона	2		86-91	первых шагах звезды Мечта миллионов мужчин на Земле- Маша Шарапова- билась за мировую корону в солнечном Мадриде, а на берегу Черного моря тренер Валерий Песчанко, глядя на
104	корона	1		81-86	людей! Моего отца называли великим королем. Несметные сокровища, дворцы, золотые короны, жезлы, драгоценные камни, богатство, какое во сне не приснится, - все это принадлежало
105	корона	1		82-87	драконом, с мешком и шарфом. Со спины видит Офелию. Почти ничего не видно, только корона поблескивает в свете звезд.)
106	корона	1		81-86	сторону экрана монитора, втянувших сопли и нацепивших себе виртуальных орденов и корону..)) ..По ихнему монитору я конечно треснуть не могу, но моСк разрушить - запросто
107	корона	2		84-89	тогда Британией, и не признававший власти Владетеля, с перепугу все сокровища своей короны в Холод убрал, и ума лишился. Не смог ничего достать обратно. -- Говорят, -- тихонько
108	корона	1		83-88	взял ее в руки. Затем, не вставая с колен, он подполз к Волху и сказал, протягивая корону и склонив голову:
109	корона	2		86-91	качестве «традиционной религии» было бы возможно – ради польских и литовских подданых Короны. Но в том обрубке, который именуется РФ, называть католичество «традиционным» было
110	корона	1		82-87	прав на трон не только от своего имени, но и от лица всех своих потомков. Поэтому корона была спорота со знамени и стерта с гербов, вычеканенных на щитах воинов гарнизона
111	корона	1		86-92	ожерелье, а над ликом Богоматери вделали наперсный бриллиантовый крест с изумрудами и короной наверху. В середине же креста на изумруде вырезано Распятие Господа Иисуса Христа
112	корона	1		90-97	сомневается, что литература это открытым ', в столицу европейского гения, путь сопряжен с коронами и золото '.
113	корона	1		82-88	их грехи прощаются, их вводят в рай, они спасены от наказания могилы, их коронуют короной уважения и даруют право заступничества за семьдесят членов семьи относительно их
114	корона	1		80-85	по той причине, что помимо выше обозначенных символов они могут встретить еще и корону принцессы, которая способна увеличить приз в 500 раз, если 5 таких символов выстроятся
115	корона	1		86-91	весьма солидных размеров хвост; в третьих, голову существа увенчивала самая настоящая корона острых рогов; в-четвёртых, тело пришельца от макушки до самых пяток покрывала блестящая
116	корона	1		56-61	так наша земля замешалася и пришли нестроениа великие». короны такова. Уже Иван I Калита завещал наследнику парадные одежды («порты») — кафтан
117	корона	1		87-92	использовала штамп 'Ноты'. Не знаю почему, но захотелось мне добавить в работу наличие короны... И вот результат: Обложка в развороте: 'лицевая' сторона: Несколько слов о работе
118	кран	1		87-92	гардероба, кухни, холодильника, несколько потертый ковролин в комнате, при пользовании краном из-под раковины течет вода.
119	кран	1		81-87	Одна из важных для крана деталей - запорный механизм. Но для крана с ручками или кранами он не актуален, так как работоспособность их зависит от степени износа прокладки
120	кран	1		82-86	срифмовал я, но вслух сказать постеснялся. - Вадик. – Водку по стопкам разлил, из крана кружку воды набрал и на стол поставил. – За знакомство что ли? - Ага. Выпили, запил
121	кран	1		43-46	регулировки клапанов ничего не делалось. 1 кран отопителя; 4 — крышка головки блока цилиндров; 5 — впускной * На двигателях ЗМЗ-
122	кран	1		92-95	предварительной фильтрации; обратноосмотическая мембрана; угольный постфильтр; керамический кран чистой воды; пластиковая подводка типа 'John Guest'; накопительный бак 12 литров
123	кран	1		46-49	напоминать: «Почини кран, почини кран, почини кран!» Он же не напоминает, чтобы я приготовила завтрак, обед и ужин! Я ужасно обижаюсь
124	кран	1		80-85	загибаться дугой. На рисунке это хорошо видно. «Чашу» подвесь под водопроводным краном и пусти воду несильной струей. Как только уровень воды дойдет до верхней части
125	кран	1		82-87	надежность. Разборный тип сальника обеспечивает ремонтопригодность изделия. Ручки кранов более эргономичны и оптимальны по размеру. Маркировка STC наносится не только на
126	кран	1		81-85	лучшим напитком станет простая питьевая вода. Конечно, не стоит пить воду из-под крана — хлорка вряд ли пойдет на пользу вашему организму. Кипяченая вода (хоть и «мертвая
127	кран	1		81-85	ключевой момент, выбирайте ирригатор с возможностью подключения к водопроводному крану.
128	кран	1		40-44	производить передачу изделия на ванне с крана на кран и улучшить таким образом степень загрузки ванны. В данном случае действительны
129	кран	1		88-92	несмотря на проведение очистных работ в месте ее подготовки качество воды поступающей в краны наших кваритр оставляет желать лучшего, потому что перед тем как прийти в место
130	кран	1		81-84	в свою очередь чьё-то и вытерев ноги об него ретировался. В Valira, кстати, есть кран в душе с теми же термальными водами. Воняют они дюже.... Сеанс в Кальдеа 3 часа
131	кран	1		84-87	значительно прибавилось. Умылся , почистил зубы. Валерка держал шланг насаженный на кран около помещения ,и трепался как будто расстались только вчера,а не больше месяца
132	кран	1		82-86	калитку или пустить воду из крана, что она проделывала, мягко взяв в зубы вентиль крана и ловко отвертывая его. В то же время она была совершенно незнакома с обычным собачьим
133	кран	1		51-55	устройство на место, парогенератор заполнить водой.краны) на трубопроводах газа, пара, холодной и горячей воды.
134	кран	1		46-51	водоснабжения при открытых запорных и сливных кранах происходит не в сливные баки, а в контрольные магистрали, поэтому неиспользованная
135	кран	1		83-87	иной вообще двух слов толком связать не может. Да еще дикция, как у водопроводного крана. Я мучаюсь, пытаюсь разобраться, что он там квохчет, а Петр все на своем столе
136	кран	1		80-85	установке и обслуживании. Представляя из себя не что иное, как пару совмещенных кранов с изливом посередине, этот смеситель с большей точностью задает температурный режим
137	кран	1		35-40	в накладных кто-то перепутал дату. краном с холодной водой и дальнейшем ее использовании предприниматель согласился, что
138	кран	1		94-100	высокопрочного стекла марки Pyrex. Манифольды подразделяются на ручные (с ручными тефлоновыми кранами) и полуавтоматы (с тефлоновыми пневмокранами).
139	кран	1		94-98	водонагреватели имеют гидравлические и электронные системы управления (включения при открытии крана) горячей воды. Наибольшее распространение получила схема, состоящая из гидромеханического
140	кран	1		81-84	глаза слабо мерцали в темноте потусторонним светом. Левая рука пыталась нащупать кран. То, что осталось от Берембойма, исследовало ногой таз и, принимая его за поддон
141	кран	1		84-88	Возможна ли при устранении протечки замена старого чугунного радиатора и сломанного крана на новые (кран с терморегулятором и биметаллический радиатор планируется приобрести
142	кран	1		84-87	адаптера закрыт. Запустить двигатель и увеличить обороты до 1 500 об/мин. - Открыть кран адаптера и отрегулировать таким образом, чтобы двигатель работал на минимальных
143	кран	1		79-82	вместо того, чтобы сказать «Ты до сих пор не починил кран», произнесите фразу «Кран по-прежнему течет».
144	кран	1		89-94	соответствие нормам холодной воды на выходе со станции, другое — той, что течет у вас из кранов. В ГУПе обеспокоены состоянием коммуникаций. Из 7,5 тысяч километров труб хозяйства
145	кран	1		83-87	части сосуда. Теперь на всем уровне В давление равно атмосферному. Значит, вода из крана С вытекает лишь под давлением слоя воды ВС, потому что давление атмосферы изнутри
146	кран	1		90-95	исключающими слив грунта от ливневых дождей на дорожные покрытия; - устройство поливочных кранов вне здания для регулярных профилактических уборок территории с твердым покрытием
147	кран	1		42-47	может сочиться и из-под втулки сальника в кранах с вращательно-поступательным движением штока. В этом случае посильнее закручивают
148	кран	1		41-45	Если вам не хочется заморачиваться, а из крана течет жесткая вода, то ее можно смягчить следующим способом:
149	кран	1		85-88	спросить у вас, господин Марамбалль. Вот, например, газ. Я вскипятила воду и закрыла кран газовой горелки. Но газ продолжает гореть, хотя и не шипит. Скажите, пожалуйста
150	кран	1		84-87	сеть. Такие экраны нужны во время двух первых зим после посадки. К сожалению, такой кран может испортить облик Вашего сада, лучше всего использовать для этих целей плетеные
151	лавка	1		83-87	шанса проявить свои лучшие качества, а опытнейший Андрей Шевченко так и остался на лавке, очевидно, из-за не самого лучшего состояния здоровья.
152	лавка	1		83-87	диагонали от печи располагался передний угол. Вдоль стен набивались широкие лавки, лавка сбоку от входной двери завершалась вертикальной доской с верхом, вырезанным в виде
153	лавка	1		80-86	же морковка, нарезанная тонкими кружочками, и свекла палочками. Под столом, под лавками, возле печи навалом капуста. На полу столько кочерыжек и листа, что и половиц не
154	лавка	1		81-85	? Я знаю, куда прячет бабушка кисет. -- Не дожидаясь ответа, сбегал во двор и на лавке, под опрокинутым ведром, нашел старый, залоснившийся кисет с проношенной, пыльной
155	лавка	1		11-15	Восточная» лавки, мангал, освещение.
156	лавка	1		87-91	историка и археолога И.Е. Забелина, в предбаннике царской бани стоял стол, по стенам – лавки. Стол был покрыт красным сукном. На сукне – царские парильные принадлежности: полотняный
157	лавка	1		81-85	предназначается исключительно для установки на открытом воздухе. Столы, скамьи и лавки из металла и дерева – хороший способ декорировать дачный дворик. Только смотреться
158	лавка	1		81-85	так было солоно. Порою чёрная туча тоски проливалась потоком слёз. Я ложилась на лавку и рыдала в пуховую, обтянутую ситцем подушку. Как-то раз Нилов, обходя дозором
159	лавка	1		81-85	поиграть с молодежью. Хотя с другой стороны, захотели бы они частенько сидеть на лавке. Да и неизвестно, что там творится не на поле. Не хотелось бы, чтобы ушел или '
160	лавка	1		41-45	этот самый момент он заметил сидящего на лавке субъекта лет двадцати семи в потёртых джинсах и кожаной куртке. Субъект курил и
161	лавка	1		88-92	находился открытый очаг, в другой, жилой, вдоль каждой из продольных стен шли неширокие лавки. На фронтоне иногда имелись небольшие отверстия в виде люков. Многие из этих домов
162	лавка	1		38-42	движение русской православной церкви. лавке давно сидит. Так что в кои-то веки будет у нас ротация вратарей, ибо по уровню
163	лавка	1		84-88	смотрятся. Да и на сцене — никаких баррикад: из декораций только широкая деревянная лавка, которая служит героям то постелью, то тротуаром, то завалинкой, и огромные фотографии
164	лавка	1		80-85	мелодии русских народных песен. Учащиеся располагаются полукругом на деревянных лавках. Эмоциональный рассказ ведущих сопровождается показом экспонатов, демонстрацией
165	лавка	1		86-91	лавках, и я услышу, как они там болтаются. Но внутри было тихо. Я понял: они сидят на лавках, ноги поджали и руками что есть сил уцепились в сиденья. Сидят как приклеенные.
166	лавка	1		81-85	ребенком АКТИВНО (хорошо, что скоро наступят холода. Особо не посидишь на мокрой лавке, правда весб день гулять тоже уже не получится. Пока мы гуляем по возможности 2
167	лавка	1		84-88	дергается. В том числе, если позовут, условно, в 'Урал'. В клубах такого уровня ему лавку полировать. Лучше по итогам сезона с командой вылететь, но проявить себя в аутсайдерах
168	лавка	1		80-84	принес еще два узкогорлых, но с раздутыми боками, и Ховрах плюхнулся обратно на лавку: -- Вот за что я царскую службу люблю? Она полна неожиданностей. Думал ли я, что
169	лавка	1		81-85	совсем не держали, и он поиск работы повар-кондитер в Перьми тяжело плюхнулся на лавку. Может быть записка от Анастасии поиск работы повар-кондитер в Перьми внимания:
170	лавка	1		82-86	двери и прислушалась. Было тихо, только сверчок потрескивал. На цыпочках прошла к лавке и села. Лунный свет падал ей на руки. Они дрожали. Вдруг в комнатушке за печью
171	лавка	1		81-85	титулы в престижнейшей лиге мира. А кто-то радуется тому ,что не будет сидеть на лавке в топ-клубе в самом сильном(имхо) чемпионате. Броызгалов тоже не сразу, мягко говоря
172	лавка	1		84-88	тростника. Если ландшафт припоминает российский лес, то стоит сделать стилизованную лавку из бревен. Известно, что ландшафтный дизайн бывает различным. Однако направьте
173	лавка	1		44-48	гоблина, одетая в плащ и шляпу, спрыгнула с лавки и подошла к перрону.
174	лавка	1		85-89	здесь стоят горшки, чугуны, а сверху полки для чашек – «полица». В избе вдоль стен – лавки, в переднем углу стоит стол, за которым семья обедает. В углу над столом – иконы
175	лавка	1		85-89	растопырил свои ноги. Я его чуть не «затоптал» с разгону. После торможения прыгаю на лавку к Кузьмичу: «Здорово, Кузьмич». Он кладет мне на плечо свою ладонь, размером с
176	летопись	1		89-96	восточнославянские племена назывались по-разному, что известно нам из древнейшей русской летописи: вятичи, кривичи, древляне, поляне, радимичи и другие.
177	летопись	1		86-93	походов Игоря на греков, как мы об этом писали выше, имеются и в “Новгородской первой летописи”. Договор 944 г., не вызвав в историографии столь бурных и бескомпромиссных споров
178	летопись	1		81-88	с известием о начале монастырей уже во времена крестителя Руси кн. Владимира. Но летопись, возможно, свидетельствует о том, что при кн. Ярославе Мудром начиналось существование
179	летопись	1		88-95	старейшими и основными списками являются Лаврентьевская и Ипатьевская летописи. В своей летописи Нестор первым из русских историков связал историю Руси с историей восточноевропейских
180	летопись	1		48-56	Токарева А. Отчего молодежь покидает библиотеки летописях Россия называлась Гардарики страна городов. Однако в силу нашей обширности и исторического
181	летопись	1		80-87	протограф Симеоновской летописи или, быть может, точнее первых двух частей этой летописи; 2) Тверская летопись, доведенная до 1374 г. и начинающаяся, как кажется, с 1285
182	летопись	1		80-88	летописи гораздо больше по размеру, и еще раз подчеркнем, что с Радзивилловской летописью он одинаков лишь точным совпадением своего окончания. В Троицкой же пергаменной
