context_id	word	gold_sense_id	predict_sense_id	positions	context
20	альбом	2		54-60	Просто задачи у них разные . В этом выпуске Семейного альбома мы рассказываем о двух фотографах-любителях из Екатеринослава-Днепропетровска работы которых прислал нам Марлен Матус . Речь идет о династии если так можно выразиться фотографов Вечерских
21	альбом	2		64-70	Вспомнила зачем . фотограф мелькнули снимки в старом их с дедом альбоме где такие фотографии не . редки
22	альбом	1		59-66	одарил таким черным поступком . Листки мои во всех четырех альбомах были по приказанию маменьки вырваны и преданы поруганию наконец призывали тайно какую-то знахарку кто говорил для привораживанья моего кто говорил из мести чтобы напустить на меня корчи и сухотку . Я почти лишним считаю прибавлять еще какое-нибудь пояснение наглая сплетня о сватовстве моем изобретена и распущена была первоначально самою Анной Мироновной с тем 1 е чтобы в городе заговорили о новом женихе в семействе Калюжиных мера признанная издавна полезною и потому повторяемая у Калюжиных как во время оно чистительные средства около первого числа каждого месяца 2 е чтобы понудить других женихов приступить порешительнее к делу 3 е наконец чтобы приготовить себе на всякий случай убежище если то есть мера по первым двум статьям остав
23	альбом	1		73-78	Я поднимаю глаза на моего соседа он внимательно читает . Я тихонько беру альбом и закрывшись газетой быстро украдкой черчу его наклоненное над книгой лицо Поезд замедляет ход . Станция
24	альбом	2		96-101	Новые книги . Уральская государственная горно-геологическая академия выпустила уникальную книгу-альбом Сокровища Каменного пояса . В книге 250 цветных фотографий ценнейших экспонатов Уральского геологического музея коллекция которого
25	альбом	1		124-129	Отбывает с тринадцатого марта по приговору народного суда Свердловского района . Пачкалина понимающе кивнула и взяла другой альбом . Мало-помалу она увлеклась и теперь когда хоть на время забыла о своей беде вид у нее был такой будто пришла она в гости в солидный семейный дом и пока хозяйка готовит угощение коротает время рассматривая фотографии подруги ее друзей и любимых родственников
26	альбом	2		100-105	Он так суетится жены его не было только beau-frere шурин бегает дышит прямо в лицо шумит . Японский альбом триста пятьдесят открыток с видами Японии правда очень интересен . Так изящно удивительно
27	альбом	1		300-306	Потом они слали друг другу письма время от времени вкладывали в конверт фотки надписанные четким фиолетовым почерком Владимиру на добрую память Людочке чтоб не забывала так было тогда заведено . Письма все куда-то подевались то ли мама выбросила то ли при переезде пропали но одна фотография в нашем альбоме есть . Можешь достать посмотреть
28	альбом	1		119-125	И вот эта девочка Маша насобирала ужасно много фотографий артистов . Собирать уже вроде некуда стены все в фотографиях альбомы полные . Родители смотрят на это безобидное занятие и про себя думают Ну и слава Богу наша дочка занята делом
29	альбом	1		115-121	И молча подарил портсигар . Вот он Мессинг видите говорит Георгий Борисович и показывает мне карточку из семейного альбома . Рядом с молоденьким курсантом насупленный старик в темном костюме
30	альбом	1		60-66	Стаю заинтересовал только последний выпуск . Я составил два альбома из самых интересных документов и . мы временно охладели к раскопкам
31	альбом	3		126-131	Я с изумлением узнал что сентябрьские концерты ваше первое крупное выступление в столице . Как так получилось ведь ваш первый альбом вышел аж в 1992 м году . Ну на гастроли я впервые поехала только в 1994 м В общем это стечение обстоятельств
32	альбом	2		57-62	Постановочные фотографии . Часто до своего переселения в альбом они жили в рамках на стенах . Беленых хат
33	альбом	2		40-45	Россия была ее страстью . Она выпустила альбом Русские костюмы . Во время распада нашей страны сказала мне Россию растащат как свою добычу соседние хищные птицы
34	альбом	1		240-247	Тонкие волосики ее щекотали ему левую руку правая сдавила ее тело прижимая и дрожала от напряжения . Топкие гулкие шаги в соседней комнате они услышали разом и отскочили и когда вошла старуха Надежда Львовна уже сидела опять на стуле перед альбомом чуть прикрывшись рукою от лампы а Бабаев за нею смотрел на карточку Саши и говорил упрямо справляясь с непослушными негибкими звуками низкого голоса и откашливаясь глухо . На карточке он лет сорока даже больше
35	альбом	2		66-71	Max-Plank-Instur fur Ernahrungsphysio-lo-gie 1988 . 28 Ван-Дейк М Альбом течений жидкости и газа . М Мир 1986
36	альбом	1		88-93	А карточки какие тебе не нравятся . Карточки твои все хороши говорил я пересматривая ее альбом только вот мне кажется напрасно поставила ты в первую голову Фурье Луи Блана Прудона . Они конечно люди с талантами но основательности в них не особенно много
37	альбом	3		298-303	Да-да группа впервые годы называлась не Машина а Машины времени потому что Beatles Monkees Rolling Stones все это названия во множественном числе так же кстати как и Поющие гитары Скоморохи Мифы Миражи и т д И только в 1973 году непонятливый наш народ переделал нас таки в Машину времени . Так вот альбом состоял из одиннадцати песен на английском языке но написанных нами и по построению полностью соответствовал битловскому Сержанту начиналось все с гимна Time Machines на второй стороне следовало второе проведение гимна но в иной аранжировке . Техника записи сложностью не отличалась в центре комнаты стоял магнитофон с микрофоном а мы расставляли себя в зависимости от требуемого баланса ближе или дальше от него
38	альбом	3		66-73	К 70 летию ветерана компания Сони рекордз переиздала 5 его старых альбомов а также выпустила двойной сборник его хитов включив туда недавно записанный дуэт Кэша с Дейвом Мэттьюсом группа Дэйв Мэттьюс бэнд . В приложенном к альбому буклете лидер группы Ю-ту Боно написал что у Кэша самый мужской голос в христианском мире и каждый мужчина знает что он слабак по сравнению с Джонни . Роман с виолончелью
39	альбом	1		147-153	Пуджик раздувшись огромным шаром сидел в прихожей на полке для шапок и шипел на пылесосный шланг . Тата за письменным столом старательно черкала в альбоме цветными карандашами . Потом Служкин носился из кухни в комнату с тарелками
40	альбом	1		52-57	просто поделиться хорошей фоткой . Я кстати собрала альбом не для пользователей евы как некую домашнюю страничку для моих друзей . Или тех фоток что приятны и интересны лично мне такой вариант весьма распространен
41	альбом	2		196-204	Тасина подруга жила на Кронверкской улице в дореволюционном особняке с балконами . У подруги была отдельная квартира набитая латышскими эстампами фальшивой Хохломой заграничными грампластинками и альбомами репродукций . Даже в уборной стояла крашеная гипсовая Нефертити
42	альбом	2		75-80	Наконец наша встреча состоялась . И Эффель подарив мне только что вышедший альбом своих карикатур сделал на нем забавную надпись Дорогому Борису Ефимову другу на протяжении 20 лет которого я к сожалению за все 20 лет ни разу не видел . Нельзя не упомянуть о том что творчество Эффеля было отмечено высокой наградой присуждением Международной Ленинской премии За укрепление мира между народами
43	альбом	3		21-26	и как . В третьих же альбом целиком посвящен музыке которой балканские цыгане играют на своих свадьбах и это само по себе является столь весомым аргументом в пользу покупки что на нем можно рецензию и заканчивать . А поскольку в местности где живут Kocani Orchestra значительная часть цыган мусульманского вероисповедования поскольку слушают и играют они не только цыганскую но и македонскую турецкую болгарскую музыку и на пластинке соответственно есть песни на македонском турецком и цыганском то сами можете представить что это за диск
44	альбом	1		121-127	Спектакли которые ставил и в которых играл Завадский вызывали в то время восхищение всей театральной Москвы . У матери в альбоме хранился портрет Завадского где знаменитый артист и режиссер был снят в шляпе . А тут Завадский передо мной высокий благородный но совсем не величественный
45	альбом	2		142-149	А рака другого соловецкого святого Зосимы хранится сейчас в Третьяковской галерее . В советское время вышло несколько богато иллюстрированных альбомов посвященных музею-заповеднику архитектуре монастыря его иконам и прекрасной природе Соловков . Нынешняя книга инициатором которой стал наместник соловецкого монастыря архимандрит Иосиф от них существенно отличается
46	альбом	1		140-147	Его хата надолго стала моим любимым местом в Питере . Я мог оставаться там на несколько дней и когда Коля уходил на работу брал один из его альбомов и читал до вечера . Альбомы Коля делал сам
47	альбом	1		49-55	Страусы . И на хвосте у них такие же перья как в альбоме у Зининой бабушки на шляпе . Перьев этих теперь больше не носят молока страусы не дают значит надо их просто зажарить начинить каштанами и съесть
48	альбом	1		33-38	Слушаюсь сударыня . Оставьте ваш альбом . Приемная комиссия рассмотрит
49	альбом	1		92-97	У Ирэны имелись другие ландшафты для сравнения . А сам Густав Шкрета пересматривал семейный альбом Йиржи Геллера и рассуждал вслух . Дядя тетя брат племянница
50	альбом	1		57-62	Они отлично выразили в адресе свои чувства преданность . Альбом стоил рублей двести . Вы думаете тут в самом деле чувство
51	альбом	3		249-254	Музыкант Алексей Айги сын гениального поэта-авангардиста Геннадия Айги волею музыкальной судьбы стал одновременно любимцем молодежи и едва ли не самым востребованным современным композитором . Его детище ансамбль 4 33 выпускающий на днях свой новый альбом едва ли не единственное в России музыкальное образование не приписанное ни к одному из портов современной музыки будь то рок классика или авангард и в то же время чувствующее себя свободно в поминутно меняющейся музыкальной конъюнктуре . Название пластинки Счастье слава и богатство не оптимистическая мантра или заклинание которым какая-нибудь молодая группа могла бы призывать на свою голову указанные блага а вполне бесстрастно сообщаемые результаты восьмилетней карьеры
52	альбом	1		91-97	29 октября Володя с утра до вечера в бегах . Полночи клеит с Зиной Свешниковой выставочные альбомы . Через месяц 20 января 1930 года На выставку отпечатали такие безвкусные билеты что по ним идти противно
53	альбом	1		211-216	Алла Владимировна сыграла роль Волшебницы в популярном детском фильме и показалась десятилетней Оле ангелом красоты и доброты . Девочка вырезала ее фотографии из всех газет и журналов где находила и вклеивала в альбом . И все ждала когда же Томашкевич еще покажут в кино
54	альбом	3		101-106	преодолели самый сильный кризис и сейчас будем запускать следующий сингл и на . этой волне выпускать альбом . Я знаю что в итоге какую музыку в итоге я буду
55	альбом	1		25-30	Он написал ей стих . и в альбом к сожалению пропавший во время войны но главное-то главное считают что Маша Борисова и послужила если не прообразом то каким-то первотолчком для появления Маши Мироновой в Капитанской дочке . В одном из планов повести она даже названа почти своим именем
56	альбом	1		81-86	Ну вот а теперь за работу сказал художник . Он включил магнитофон достал большой альбом и толстый пластмассовый карандаш а затем сел в кресло напротив Лапенкова . Из динамиков висевших на стенах полилась музыка
57	альбом	2		28-33	Организаторы обещали издать альбом с иллюстрацией всех 137 статей через год к 10 летнему юбилею Конституции Российской Федерации . Свое собственное видение буквы закона художники выставили в московской галерее С'Арт вразнобой развесив на стенах готовые страницы будущего альбома . На левой части разворота размещен номер и текст самой статьи
58	альбом	1		107-112	Чужие люди перелистывают Борькин дневник даже мама не имела права его касаться . Отбрасывают дневник берут альбом Мы негромко совещаются над ним видимо озадаченные необычным вензелем на обложке тоже отбрасывают . Тот в штатском озабочен заклинило нижний ящик письменного стола
59	альбом	1		45-51	Его достаточно подробны . е чертежи взяты из альбома Большие фиаты присланного фирмой . Не менее кропотливой оказалась реконструкция кругосветного адлера
60	альбом	1		133-140	А пока я вообще не хотел жениться . Если меня не трогали я часами сидел на полу в своей самой дальней комнате дома в ворохе тетрадок альбомов карт книг с грудами ручек и карандашей рисовал и вычерчивал . Как-то раз в мою комнату зашел дядя Женя и начал меня расспрашивать что я рисую
61	альбом	1		162-168	Если вы не переменили намерение жить у нас то я вас доведу а то вы и адреса не знаете . Постойте князь сказала Аглая вдруг подымаясь с своего кресла вы мне еще в альбоме напишете . Папа сказал что вы каллиграф
62	альбом	2		225-231	Подобное приходилось выслушивать практически всем руководителям Бюро пропаганды постоянно почти ежедневно . Марьямов надо сказать очень хорошо относился к Солнцевой и всегда требовал чтобы мы работали на совесть то по поводу альбома о фильме Земля то по поводу вечера в честь юбилея Довженко . И как-то Пырьев заглянув в кабинет Марьямова услышал очередной
63	альбом	3		168-173	После недели показов клип занял первое место в международном хит-параде 20 самых-самых и в российском топе Русская десятка на MTV Russia . Декабрь 2000 г дебютный мини-альбом дуэта . Тату всё с той же песней
64	альбом	1		142-147	к в перфорации соответствующего кадра . Помеченная таким образом пленка возвращалась в мастерскую и через три дня отпечатки уже вклеивались в альбом или посылались по почте отцовским родственникам . Приемщик осведомлялся в каком формате печатать фотографии должны ли они быть матовыми или глянцевыми и не желает ли клиент заплатить за срочность
65	альбом	2		181-187	предлагалось вымачивать в сиропе сваренном из какого-то вишневого клея и розовой воды а потом посыпать сахаром . Известный английский флорист Саймон Лайсет в своем гастрономическом альбоме тоже предлагает подавать вазы из фруктов и цветов запорошенных сахарной пудрой чтобы она не обсыпалась надо все предварительно аккуратно смазать яичным белком получается очень элегантно . Но чтобы кто-нибудь мог сжевать не только засахаренную клубнику с вишней но и розочку ее все-таки лучше приготовить
66	альбом	1		92-98	в двенадцать я уже собирал старинные платья зонтики вышитые бисерные ридикюли . шляпы туфли альбомы со старинными фотографиями . Обо мне тогда сделали
67	альбом	3		50-55	Он хотел продлить песням жизнь . Но так вышло что альбом как бы продлил его собственную жизнь . Peter Наmmill
68	альбом	3		146-151	У любого даже самого нормального москвича есть свой пунктик . Для певицы Клементии после посещения Германии где три года назад сводился ее первый альбом таким пунктиком стала защита окружающей среды . После возвращения я вдруг поняла что в Москве совершенно нечем дышать
69	альбом	1		203-209	Нередко он ложился на пол . Ну подымайте меня и тут его облепляли отвинчивая пуговицы на память и т д Всего более страдал султан шляпы ибо все перья разбирались как и пуговицы и в виде памяти клеились в альбомы . Наигравшись вдоволь он нас стави
70	альбом	3		203-208	В 15 лет она вместе со своим первым продюсером Эваном Рождерсом разослала свои записи на различные лейблы а одна из копий попала в руки Джей-Зи . Под его чутким руководством певица выпустила в 2005 году альбом Music Of The Sun . Критика невысоко оценила его однако в США его продажи составили 500 тыс копий плюс 2 млн экземпляров разошлись по миру
71	альбом	3		24-29	Исполнитель Палестина . Альбом DOS . Никитин Рекордс Русская Рапсодия 2003
72	альбом	1		9-15	Страницы альбома прозрачные полиэтиленовые конверты внутрь которых вставляются фотографии . Боковые стороны конвертов и листы альбома при взаимном перемещении электризуются и прочно удерживают фотографии . Большое удобство такого альбома полная взаимозаменяемость страниц и возможность частой замены и перестановки фотографий
73	альбом	1		70-75	За окном несмотря на сентябрь заливались соловьи . Леша взял со стола альбом фотографий . Лиде годик
74	альбом	1		131-137	Это более всего бесило Мартынова . Однажды он вошел к себе когда Лермонтов с Глебовым с хохотом что-то рассматривали или чертили в альбоме . На требование вошедшего показать в чем дело Лермонтов захлопнул альбом а когда Мартынов настаивая хотел его выхватить то Глебов здоровой рукой отстранил его а Михаил Юрьеви
75	альбом	3		27-32	Исполнитель СRISIS DANCE . Альбом Out Of Thi5 World . Artmix International 2003
76	альбом	1		148-154	Я все-о сразу просек . Он плюхнулся на венский стул отставил к стене костыли и серьезно уже молча стал рассматривать ее сваленные перед ним на полу альбомы блокноты и отдельные четвертушки ватмана которые она утаскивала с уроков черчения в вечерней школе . Смотрел долго то останавливаясь на каком-нибудь листе то бегло проглядывая подряд несколько тяжело сопел словно физически работал и раздраженно отмахивал свисающую на лоб пепельно-русую прядь
77	альбом	1		17-23	неизвестный . Из альбома Государственной Думы . Конституционные качели чем выше тем ниже в общественном мнении
78	альбом	1		33-39	Я занят оформлением капитального альбома в дар музею . В указанном альбоме имеются и постепенно поступают фотокарточки выдающихся деятелей литературы и искусства Армянского народа . В виду этого убедительно прошу Вас внести свою лепту т е выслать свою фото-открытку бюст 9х12 для помещения в альбом который будет называться
79	альбом	3		194-199	На шесть позиций вниз спланировали Depeche Mode которым суждено стать рекордсменами по длительности пребывания в наших чартах а на первом м . есте бодрый и уже получивший британские поп-награды альбом Кайли Миноуг . Кантор Юлия
80	альбом	3		35-42	Ее диск Aloukie был признан лучшим альбомом 2000 года в Австрал . ии а Еlusive в 2003 м номинировали на ARIA Awards очень серьезную премию австралийской индустрии звукозаписи следующие альбомы прочно держатся в топ-десятках европейских хит-парадов . Татарский фьюжн во всем мире пошел на ура
81	альбом	1		62-67	В 1915 году известный пушкинист Модзалевский описал бесценный альбом дочери Карамзина Екатерины Николаевны Мещерской где были между прочим и автографы Пушкина . Альбом был утрачен во время революции . И девяносто лет спустя семья как видим придерживала архив боясь как бы Карамзин не высказался
82	альбом	1		31-36	е покойника . У меня был целый альбом фалльских видов карандашных и акварельных работы моей матери некоторые из них были сфотографированы для предполагавшегося издания . Все это и фотографии и рисунки моей матери народная собственность в уездном городе Борисоглебске О Фалле подробно в моей книге Родина
83	альбом	2		74-82	Другие развалились в креслах задравши по обычаю американцев высоко ноги . Альбомами с гравюрами англ keepsake . На отдельном столе у раскрытого окна выходившего в сад стояли бутылки с вином графины с прохладительными напитками ваза со льдом стаканы и рюмки
84	альбом	3		61-66	Огонь вода и зеленые чешуйки . Ансамбль 4 33 выпускает новый альбом . Музыкант Алексей Айги сын гениального поэта-авангардиста Геннадия Айги волею музыкальной судьбы стал одновременно любимцем молодежи и едва ли не самым востребованным современным композитором
85	альбом	3		184-189	Всю музыку написали музыканты Бахыт-Компота и лидер группы ему принадлежат еще и тексты . Кроме новых девяти композиций Реквием Про осу Консервная банка Страшнее бабы зверя нет и др в альбом войдут песни которые зрители уже могли слышать на концертах в этом году Восточный страж Пили Степан и Замороженные сиськи . В альбом будет включен бонус-т
86	анатомия	2		365-373	Только с момента выделения прогрессивного паралича как самостоятельной болезни началась истинно-научная эра нашей науки . В классификации психозов в одном ряду со старинными классическими синдромами манией меланхолией и слабоумием заняла впервые место настоящая болезнь с ее действительно кардинальными признаками характерным течением и своеобразной патологической анатомией . Однако прошло больше десятка лет прежде чем вышеприведенные слова
87	анатомия	1		315-322	реворот во всем естествознании потому что естественная система растений не только послужила примером для зоологии но дала возможность обобщать в должной именно мере все анатомические и физиологические наблюдения и опыты производимые над растениями и животными . Без естественной системы невозможны ни сравнительная анатомия ни сравнительная физиология как растительная так и животная . Кроме того так как в растительном мире видимость мало соответствует существенному морфологическому характеру растений то установление естественной системы не
